gene	pDN	pGOF	pLOF	pDN_missing	pGOF_missing	pLOF_missing	pfam_family	is_singleton_family_badonyi	pDN_familyresid	pGOF_familyresid	pLOF_familyresid	pDN_familyresid_missing	pGOF_familyresid_missing	pLOF_familyresid_missing
KIF7	0.658268	0.660364	0.370919	0.0	0.0	0.0	PF25764	1	0.0	0.0	0.0	1.0	1.0	1.0
KIFBP	0.600027	0.633566	0.291285	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
KIT	0.560047	0.682218	0.511348	0.0	0.0	0.0	PF00047	0	-0.09640925	-0.053399500000000044	0.12889050000000002	0.0	0.0	0.0
KITLG	0.414325	0.595708	0.523737	0.0	0.0	0.0	PF02404	1	0.0	0.0	0.0	1.0	1.0	1.0
KIZ	0.618961	0.415865	0.418946	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
KL	0.72666	0.633394	0.272168	0.0	0.0	0.0	PF00232	1	0.0	0.0	0.0	1.0	1.0	1.0
KLF1	0.684163	0.54156	0.505861	0.0	0.0	0.0	PF16832	1	0.0	0.0	0.0	1.0	1.0	1.0
KLHL40	0.748031	0.747107	0.248025	0.0	0.0	0.0	PF07707	0	0.034786000000000095	0.04735100000000003	-0.021397500000000014	0.0	0.0	0.0
KLHL41	0.747264	0.720177	0.254776	0.0	0.0	0.0	PF07707	0	0.03401900000000013	0.020421000000000022	-0.014646500000000007	0.0	0.0	0.0
KLHL7	0.691082	0.656392	0.283938	0.0	0.0	0.0	PF07707	0	-0.022162999999999933	-0.04336399999999996	0.014515500000000015	0.0	0.0	0.0
KLKB1	0.695154	0.632471	0.302022	0.0	0.0	0.0	PF00024	1	0.0	0.0	0.0	1.0	1.0	1.0
KMT2A	0.141053	0.142529	0.917802	0.0	0.0	0.0	PF05965	0	-0.04673533333333332	-0.018974666666666695	0.05344899999999997	0.0	0.0	0.0
KMT2B	0.15969	0.249341	0.86628	0.0	0.0	0.0	PF05965	0	-0.028098333333333336	0.08783733333333332	0.001927000000000012	0.0	0.0	0.0
KMT2C	0.222544	0.064232	0.835444	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
KMT2D	0.262622	0.092641	0.808977	0.0	0.0	0.0	PF05965	0	0.07483366666666669	-0.06886266666666668	-0.05537600000000009	0.0	0.0	0.0
KMT2E	0.155594	0.177792	0.916343	0.0	0.0	0.0	PF20826	1	0.0	0.0	0.0	1.0	1.0	1.0
KMT5B	0.204352	0.16003	0.881625	0.0	0.0	0.0	PF00856	0	-0.011951000000000017	-0.021944999999999992	0.0017975000000000074	0.0	0.0	0.0
KNL1	0.401041	0.147267	0.648423	0.0	0.0	0.0	PF18210	1	0.0	0.0	0.0	1.0	1.0	1.0
KPTN	0.556152	0.493707	0.331235	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
KRAS	0.770903	0.745268	0.379435	0.0	0.0	0.0	PF00071	0	0.057602307692307675	0.014264153846153982	-0.030757307692307723	0.0	0.0	0.0
KREMEN1	0.623545	0.7257	0.283438	0.0	0.0	0.0	PF00431	0	-0.009897333333333314	0.02388016666666659	-0.05340783333333332	0.0	0.0	0.0
KRIT1	0.537001	0.555232	0.372415	0.0	0.0	0.0	PF24521	1	0.0	0.0	0.0	1.0	1.0	1.0
KRT1	0.868483	0.907259	0.333067	0.0	0.0	0.0	PF00038	0	-0.0429628823529411	0.018235117647058763	0.09422629411764705	0.0	0.0	0.0
KRT10	0.936063	0.947935	0.196388	0.0	0.0	0.0	PF00038	0	0.024617117647058873	0.0589111176470587	-0.04245270588235295	0.0	0.0	0.0
KRT12	0.915207	0.843267	0.247804	0.0	0.0	0.0	PF00038	0	0.003761117647058887	-0.045756882352941286	0.008963294117647042	0.0	0.0	0.0
KRT13	0.951491	0.937233	0.151504	0.0	0.0	0.0	PF00038	0	0.04004511764705887	0.04820911764705871	-0.08733670588235296	0.0	0.0	0.0
KRT14	0.960615	0.925534	0.161763	0.0	0.0	0.0	PF00038	0	0.04916911764705889	0.03651011764705869	-0.07707770588235296	0.0	0.0	0.0
KRT16	0.940765	0.912296	0.234614	0.0	0.0	0.0	PF00038	0	0.029319117647058857	0.02327211764705872	-0.004226705882352966	0.0	0.0	0.0
KRT17	0.944738	0.891825	0.214557	0.0	0.0	0.0	PF00038	0	0.03329211764705886	0.002801117647058704	-0.024283705882352957	0.0	0.0	0.0
KRT2	0.940328	0.937802	0.171006	0.0	0.0	0.0	PF00038	0	0.028882117647058947	0.04877811764705875	-0.06783470588235296	0.0	0.0	0.0
KRT3	0.934418	0.903854	0.244493	0.0	0.0	0.0	PF00038	0	0.022972117647058865	0.014830117647058771	0.005652294117647033	0.0	0.0	0.0
KRT4	0.945309	0.895292	0.192542	0.0	0.0	0.0	PF00038	0	0.03386311764705885	0.006268117647058702	-0.046298705882352964	0.0	0.0	0.0
KRT5	0.92497	0.900622	0.33441	0.0	0.0	0.0	PF00038	0	0.013524117647058853	0.011598117647058759	0.09556929411764703	0.0	0.0	0.0
KRT6A	0.963047	0.92674	0.166643	0.0	0.0	0.0	PF00038	0	0.05160111764705888	0.03771611764705873	-0.07219770588235294	0.0	0.0	0.0
KRT6B	0.946083	0.897826	0.250038	0.0	0.0	0.0	PF00038	0	0.0346371176470589	0.008802117647058738	0.011197294117647028	0.0	0.0	0.0
KRT85	0.938054	0.884276	0.176914	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
KRT9	0.925843	0.948342	0.168185	0.0	0.0	0.0	PF00038	0	0.014397117647058866	0.05931811764705874	-0.07065570588235295	0.0	0.0	0.0
KYNU	0.620827	0.501838	0.387464	0.0	0.0	0.0	PF22580	1	0.0	0.0	0.0	1.0	1.0	1.0
L1CAM	0.410283	0.487646	0.672417	0.0	0.0	0.0	PF13882	0	-0.04168250000000001	-0.022991500000000054	0.014622499999999983	0.0	0.0	0.0
L2HGDH	0.67479	0.555569	0.3748	0.0	0.0	0.0	PF01266	0	0.02858499999999997	-0.03287466666666672	-0.026828999999999992	0.0	0.0	0.0
LAMA1	0.70824	0.689363	0.247719	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
LAMA2	0.724117	0.693808	0.234408	0.0	0.0	0.0	PF00053	0	0.03593512500000007	-0.005320500000000061	-0.04020849999999998	0.0	0.0	0.0
LAMA3	0.718955	0.61244	0.244077	0.0	0.0	0.0	PF00053	0	0.030773125000000068	-0.08668850000000006	-0.030539499999999997	0.0	0.0	0.0
LAMB1	0.688159	0.770403	0.212464	0.0	0.0	0.0	PF00053	0	-2.2874999999977774e-05	0.07127449999999991	-0.0621525	0.0	0.0	0.0
LAMB2	0.735396	0.809184	0.190716	0.0	0.0	0.0	PF00053	0	0.04721412500000011	0.11005549999999997	-0.08390049999999999	0.0	0.0	0.0
LAMB3	0.763328	0.751518	0.179404	0.0	0.0	0.0	PF00053	0	0.07514612500000006	0.05238949999999998	-0.09521249999999998	0.0	0.0	0.0
LAMC2	0.782607	0.742246	0.159491	0.0	0.0	0.0	PF00053	0	0.09442512500000011	0.04311749999999992	-0.11512549999999999	0.0	0.0	0.0
LAMC3	0.690696	0.777155	0.217396	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
LAMP2	0.569692	0.663378	0.379469	0.0	0.0	0.0	PF01299	1	0.0	0.0	0.0	1.0	1.0	1.0
LARGE1	0.538454	0.60924	0.367808	0.0	0.0	0.0	PF13896	1	0.0	0.0	0.0	1.0	1.0	1.0
LARP7	0.664141	0.467958	0.443585	0.0	0.0	0.0	PF05383	1	0.0	0.0	0.0	1.0	1.0	1.0
LBR	0.665543	0.584607	0.331685	0.0	0.0	0.0	PF01222	0	0.021152999999999977	-0.036283500000000024	-0.001867500000000022	0.0	0.0	0.0
LCA5	0.71523	0.612035	0.371771	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
LCAT	0.608865	0.615233	0.231251	0.0	0.0	0.0	PF02450	1	0.0	0.0	0.0	1.0	1.0	1.0
LCK	0.501226	0.674064	0.517871	0.0	0.0	0.0	PF07714	0	-0.06177700000000008	-0.015242333333333469	0.02724450000000006	0.0	0.0	0.0
LDLR	0.609636	0.720414	0.411813	0.0	0.0	0.0	PF07645	0	-0.02753400000000006	-0.012140499999999999	0.046255500000000005	0.0	0.0	0.0
LDLRAP1	0.681784	0.613583	0.342954	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
LEMD3	0.282026	0.338615	0.735443	0.0	0.0	0.0	PF03020	1	0.0	0.0	0.0	1.0	1.0	1.0
LEP	0.643231	0.622669	0.343223	0.0	0.0	0.0	PF02024	1	0.0	0.0	0.0	1.0	1.0	1.0
LEPR	0.56126	0.665844	0.547907	0.0	0.0	0.0	PF00041	0	-0.07307289999999989	-0.008135499999999962	0.11225680000000005	0.0	0.0	0.0
LGI4	0.726526	0.69736	0.27874	0.0	0.0	0.0	PF03736	1	0.0	0.0	0.0	1.0	1.0	1.0
LHB	0.684513	0.646579	0.262141	0.0	0.0	0.0	PF00007	0	0.15372133333333338	0.1583403333333333	-0.13379433333333335	0.0	0.0	0.0
LHFPL5	0.716938	0.751444	0.251338	0.0	0.0	0.0	PF10242	1	0.0	0.0	0.0	1.0	1.0	1.0
LHX3	0.744184	0.667797	0.436979	0.0	0.0	0.0	PF00046	0	0.1463918823529411	0.25785747058823527	-0.22105082352941174	0.0	0.0	0.0
LHX4	0.735852	0.543794	0.458549	0.0	0.0	0.0	PF00046	0	0.1380598823529411	0.1338544705882353	-0.19948082352941177	0.0	0.0	0.0
LIFR	0.7219	0.767074	0.246199	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
LIG4	0.643948	0.544415	0.255438	0.0	0.0	0.0	PF00533	0	0.0057114999999999805	0.07198399999999999	-0.15007900000000002	0.0	0.0	0.0
LIMS2	0.685536	0.717252	0.334008	0.0	0.0	0.0	PF00412	0	0.05549100000000007	0.0755433333333334	-0.12128199999999995	0.0	0.0	0.0
LINGO1	0.435042	0.566863	0.65814	0.0	0.0	0.0	PF07679	0	-0.10380349999999999	-0.08113800000000004	0.10901916666666656	0.0	0.0	0.0
LINS1	0.625762	0.519266	0.404177	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
LIPA	0.701431	0.679377	0.204169	0.0	0.0	0.0	PF00561	0	0.017776333333333394	0.07180566666666666	-0.052497000000000016	0.0	0.0	0.0
LIPI	0.58235	0.442854	0.314417	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
LIPN	0.733394	0.653375	0.174616	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
LIPT1	0.57099	0.353319	0.478179	0.0	0.0	0.0	PF21948	1	0.0	0.0	0.0	1.0	1.0	1.0
LMBRD1	0.628629	0.7031	0.289856	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
LMNA	0.760645	0.661355	0.539976	0.0	0.0	0.0	PF00038	0	-0.1508008823529411	-0.22766888235294125	0.30113529411764706	0.0	0.0	0.0
LMOD3	0.752426	0.660909	0.28108	0.0	0.0	0.0	PF03250	1	0.0	0.0	0.0	1.0	1.0	1.0
LMX1B	0.526011	0.438056	0.683329	0.0	0.0	0.0	PF00046	0	-0.07178111764705886	0.0281164705882353	0.025299176470588214	0.0	0.0	0.0
LONP1	0.529194	0.3969	0.628997	0.0	0.0	0.0	PF00004	0	-0.10293209090909083	-0.0838210909090909	0.19837627272727276	0.0	0.0	0.0
LOXHD1	0.494216	0.624699	0.443469	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
LPL	0.588278	0.491618	0.339454	0.0	0.0	0.0	PF00151	0	-0.11470999999999998	-0.16535	0.15616449999999998	0.0	0.0	0.0
LRAT	0.726037	0.777039	0.267268	0.0	0.0	0.0	PF04970	1	0.0	0.0	0.0	1.0	1.0	1.0
LRBA	0.593426	0.4991	0.413561	0.0	0.0	0.0	PF02138	0	0.10011600000000004	0.052595	-0.10819400000000007	0.0	0.0	0.0
LRIG2	0.723803	0.766711	0.318403	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
LRIT3	0.671837	0.669166	0.381621	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
LRMDA	0.700676	0.735777	0.319661	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
LRP2	0.44146	0.545476	0.660491	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
LRP4	0.675174	0.736496	0.358642	0.0	0.0	0.0	PF12662	0	0.1772720000000001	0.2072195714285715	-0.1822597142857143	0.0	0.0	0.0
LRP5	0.599883	0.758811	0.486118	0.0	0.0	0.0	PF14670	1	0.0	0.0	0.0	1.0	1.0	1.0
LRPAP1	0.682119	0.603368	0.300998	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
LRPPRC	0.702782	0.551894	0.222409	0.0	0.0	0.0	PF01535	1	0.0	0.0	0.0	1.0	1.0	1.0
LRRC56	0.588241	0.719646	0.419372	0.0	0.0	0.0	PF12799	1	0.0	0.0	0.0	1.0	1.0	1.0
LSS	0.604891	0.747319	0.299403	0.0	0.0	0.0	PF13243	1	0.0	0.0	0.0	1.0	1.0	1.0
LTBP1	0.576083	0.532974	0.411551	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
LTBP2	0.589525	0.579714	0.363445	0.0	0.0	0.0	PF00008	0	-0.08072844444444449	-0.07371766666666668	0.0671808888888889	0.0	0.0	0.0
LTBP3	0.472641	0.524469	0.513245	0.0	0.0	0.0	PF12662	0	-0.025260999999999978	-0.004807428571428574	-0.027656714285714368	0.0	0.0	0.0
LYRM4	0.86009	0.671383	0.264616	0.0	0.0	0.0	PF05347	0	0.06931449999999995	-0.023612500000000036	0.02603850000000002	0.0	0.0	0.0
LYSET	0.729044	0.811613	0.260592	0.0	0.0	0.0	PF15190	1	0.0	0.0	0.0	1.0	1.0	1.0
LYST	0.56236	0.427241	0.419622	0.0	0.0	0.0	PF02138	0	0.06905	-0.019264000000000003	-0.10213300000000008	0.0	0.0	0.0
LZTFL1	0.715496	0.584238	0.290894	0.0	0.0	0.0	PF15294	1	0.0	0.0	0.0	1.0	1.0	1.0
LZTR1	0.607402	0.623543	0.479355	0.0	0.0	0.0	PF00651	0	0.04435325000000001	0.18070024999999995	-0.03850775000000006	0.0	0.0	0.0
MAB21L1	0.550649	0.482361	0.475966	0.0	0.0	0.0	PF03281	0	0.036468999999999974	0.047989000000000004	-0.045459999999999945	0.0	0.0	0.0
MAB21L2	0.477711	0.386383	0.566886	0.0	0.0	0.0	PF03281	0	-0.036469000000000085	-0.047989000000000004	0.045460000000000056	0.0	0.0	0.0
MAD2L2	0.54366	0.518009	0.299551	0.0	0.0	0.0	PF02301	1	0.0	0.0	0.0	1.0	1.0	1.0
MADD	0.62358	0.613563	0.386528	0.0	0.0	0.0	PF23629	1	0.0	0.0	0.0	1.0	1.0	1.0
MAFB	0.428559	0.274843	0.840886	0.0	0.0	0.0	PF03131	0	-0.15044066666666667	-0.09990100000000002	0.2647866666666667	0.0	0.0	0.0
MAG	0.636482	0.661115	0.367795	0.0	0.0	0.0	PF08205	0	-0.024745333333333397	-0.05303133333333332	0.03316033333333335	0.0	0.0	0.0
MAGEL2	0.410552	0.306703	0.582499	0.0	0.0	0.0	PF01454	0	-0.072324	0.007895000000000041	0.14041349999999997	0.0	0.0	0.0
MAK	0.681779	0.566875	0.482892	0.0	0.0	0.0	PF00069	0	0.1214807916666667	-0.01423437499999991	-0.03470474999999995	0.0	0.0	0.0
MALT1	0.393075	0.536481	0.628733	0.0	0.0	0.0	PF13895	0	-0.1422883333333333	-0.04439133333333334	0.10902433333333328	0.0	0.0	0.0
MAMLD1	0.327925	0.273824	0.765652	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
MAN1B1	0.655477	0.573296	0.317687	0.0	0.0	0.0	PF01532	0	-0.0010605000000000198	-0.004309000000000007	0.014834500000000028	0.0	0.0	0.0
MAN2B1	0.424757	0.462284	0.401888	0.0	0.0	0.0	PF09261	1	0.0	0.0	0.0	1.0	1.0	1.0
MANBA	0.623014	0.604574	0.257311	0.0	0.0	0.0	PF02836	1	0.0	0.0	0.0	1.0	1.0	1.0
MAOA	0.378017	0.566214	0.606446	0.0	0.0	0.0	PF01593	1	0.0	0.0	0.0	1.0	1.0	1.0
MAP2K1	0.461465	0.618552	0.62473	0.0	0.0	0.0	PF00069	0	-0.09883320833333331	0.03744262500000006	0.10713325000000007	0.0	0.0	0.0
MAP2K2	0.48092	0.674209	0.603016	0.0	0.0	0.0	PF00069	0	-0.07937820833333331	0.09309962500000002	0.08541925000000006	0.0	0.0	0.0
MAP3K1	0.346236	0.43706	0.766908	0.0	0.0	0.0	PF21040	0	-0.15633600000000003	-0.024639500000000036	0.19400300000000004	0.0	0.0	0.0
MAPK8IP3	0.415304	0.399428	0.738501	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
MAPKAPK5	0.630128	0.676518	0.427066	0.0	0.0	0.0	PF00069	0	0.0698297916666667	0.09540862500000002	-0.09053074999999994	0.0	0.0	0.0
MARVELD2	0.692448	0.657134	0.426597	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
MASP1	0.641869	0.704755	0.303617	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
MAT1A	0.778155	0.685987	0.269391	0.0	0.0	0.0	PF02773	1	0.0	0.0	0.0	1.0	1.0	1.0
MAX	0.494735	0.281428	0.699617	0.0	0.0	0.0	PF00010	0	-0.0056436249999999855	-0.051379375000000005	-0.0031884999999999275	0.0	0.0	0.0
MBD5	0.281477	0.190869	0.850084	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
MBOAT7	0.673209	0.757418	0.268579	0.0	0.0	0.0	PF03062	0	0.08359399999999995	0.07154333333333329	-0.13500233333333334	0.0	0.0	0.0
MBTPS2	0.381566	0.370147	0.696149	0.0	0.0	0.0	PF02163	1	0.0	0.0	0.0	1.0	1.0	1.0
MC2R	0.731679	0.772676	0.262912	0.0	0.0	0.0	PF00001	0	0.01654975000000003	0.02073124999999998	-0.05674700000000005	0.0	0.0	0.0
MCCC1	0.74348	0.603274	0.275608	0.0	0.0	0.0	PF02785	0	0.04541066666666671	0.008241333333333323	-0.02829733333333334	0.0	0.0	0.0
MCCC2	0.799163	0.553883	0.246877	0.0	0.0	0.0	PF01039	0	0.003934999999999911	0.004162499999999958	-0.013444000000000011	0.0	0.0	0.0
MCEE	0.789058	0.500329	0.340888	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
MCM5	0.755069	0.43831	0.398856	0.0	0.0	0.0	PF00493	1	0.0	0.0	0.0	1.0	1.0	1.0
MCOLN1	0.727662	0.817441	0.225102	0.0	0.0	0.0	PF21381	1	0.0	0.0	0.0	1.0	1.0	1.0
MCPH1	0.601098	0.322148	0.476284	0.0	0.0	0.0	PF12258	1	0.0	0.0	0.0	1.0	1.0	1.0
MDH1	0.432774	0.389178	0.623007	0.0	0.0	0.0	PF02866	0	-0.14138850000000003	-0.028994999999999993	0.12278800000000001	0.0	0.0	0.0
MDH2	0.715551	0.447168	0.377431	0.0	0.0	0.0	PF02866	0	0.14138850000000003	0.028994999999999993	-0.12278799999999995	0.0	0.0	0.0
MECOM	0.220021	0.167522	0.887722	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
MECP2	0.218475	0.230588	0.88568	0.0	0.0	0.0	PF01429	1	0.0	0.0	0.0	1.0	1.0	1.0
MECR	0.800255	0.627371	0.270651	0.0	0.0	0.0	PF08240	0	0.005186000000000024	-0.018226500000000034	0.0074305000000000065	0.0	0.0	0.0
MED12	0.173222	0.268479	0.887637	0.0	0.0	0.0	PF09497	1	0.0	0.0	0.0	1.0	1.0	1.0
MED13	0.139587	0.175725	0.896151	0.0	0.0	0.0	PF06333	0	-0.009452500000000003	-0.01495100000000002	0.007638000000000034	0.0	0.0	0.0
MED13L	0.158492	0.205627	0.880875	0.0	0.0	0.0	PF06333	0	0.009452500000000003	0.014950999999999992	-0.007638000000000034	0.0	0.0	0.0
MED23	0.530583	0.587515	0.485329	0.0	0.0	0.0	PF11573	1	0.0	0.0	0.0	1.0	1.0	1.0
MED27	0.572139	0.4136	0.519978	0.0	0.0	0.0	PF11571	1	0.0	0.0	0.0	1.0	1.0	1.0
MEF2C	0.746833	0.355248	0.563664	0.0	0.0	0.0	PF12347	1	0.0	0.0	0.0	1.0	1.0	1.0
MEFV	0.712434	0.727382	0.243922	0.0	0.0	0.0	PF13765	1	0.0	0.0	0.0	1.0	1.0	1.0
MEGF10	0.624395	0.64749	0.437858	0.0	0.0	0.0	PF07974	0	0.11697533333333343	0.07925400000000005	-0.06835433333333335	0.0	0.0	0.0
MEGF8	0.568605	0.655165	0.341316	0.0	0.0	0.0	PF24981	1	0.0	0.0	0.0	1.0	1.0	1.0
MEIS2	0.39611	0.281053	0.828153	0.0	0.0	0.0	PF05920	0	-0.1101935	-0.06216325	0.10519800000000001	0.0	0.0	0.0
MEN1	0.208014	0.490415	0.729096	0.0	0.0	0.0	PF05053	1	0.0	0.0	0.0	1.0	1.0	1.0
MEOX1	0.61194	0.33433	0.620955	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
MERTK	0.767125	0.792051	0.269976	0.0	0.0	0.0	PF00041	0	0.13279210000000008	0.1180715	-0.1656742	0.0	0.0	0.0
MESD	0.598965	0.5107	0.362788	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
MESP2	0.528529	0.565417	0.556768	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
MET	0.517756	0.56944	0.527315	0.0	0.0	0.0	PF07714	0	-0.04524700000000004	-0.11986633333333352	0.03668850000000007	0.0	0.0	0.0
METTL23	0.586203	0.620034	0.263069	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
METTL5	0.653692	0.404594	0.355144	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
MFF	0.772841	0.568357	0.383523	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
MFRP	0.639638	0.769111	0.331658	0.0	0.0	0.0	PF00431	0	0.00619566666666671	0.06729116666666657	-0.005187833333333336	0.0	0.0	0.0
MFSD8	0.718391	0.614587	0.275796	0.0	0.0	0.0	PF07690	0	0.004010750000000063	-0.0770297499999999	0.006888375000000113	0.0	0.0	0.0
MGAT2	0.54432	0.44331	0.331349	0.0	0.0	0.0	PF05060	1	0.0	0.0	0.0	1.0	1.0	1.0
MGME1	0.687949	0.440963	0.320396	0.0	0.0	0.0	PF12705	1	0.0	0.0	0.0	1.0	1.0	1.0
MGP	0.77923	0.513185	0.23258	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
MICU1	0.580105	0.661877	0.451624	0.0	0.0	0.0	PF13202	1	0.0	0.0	0.0	1.0	1.0	1.0
MID1	0.487425	0.576536	0.594813	0.0	0.0	0.0	PF22586	0	-0.06567650000000003	-0.010924999999999963	0.12917900000000004	0.0	0.0	0.0
MIP	0.848521	0.855641	0.163096	0.0	0.0	0.0	PF00230	1	0.0	0.0	0.0	1.0	1.0	1.0
MIR17HG	0.694946	0.756994	0.336585	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
MITF	0.556654	0.345355	0.752308	0.0	0.0	0.0	PF11851	1	0.0	0.0	0.0	1.0	1.0	1.0
MKKS	0.819222	0.817368	0.296105	0.0	0.0	0.0	PF00118	0	0.23269980000000012	0.3248769999999999	-0.12361060000000007	0.0	0.0	0.0
MKS1	0.511676	0.542788	0.447446	0.0	0.0	0.0	PF07162	1	0.0	0.0	0.0	1.0	1.0	1.0
MLC1	0.637843	0.691886	0.304661	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
MLH1	0.688453	0.511305	0.354285	0.0	0.0	0.0	PF01119	0	0.007256499999999999	0.08107949999999997	-0.058564499999999964	0.0	0.0	0.0
MLPH	0.698261	0.681748	0.335688	0.0	0.0	0.0	PF02318	1	0.0	0.0	0.0	1.0	1.0	1.0
MLYCD	0.64164	0.495892	0.243952	0.0	0.0	0.0	PF05292	1	0.0	0.0	0.0	1.0	1.0	1.0
MMAA	0.7209	0.547597	0.3953	0.0	0.0	0.0	PF03308	1	0.0	0.0	0.0	1.0	1.0	1.0
MMAB	0.70331	0.551956	0.2979	0.0	0.0	0.0	PF01923	1	0.0	0.0	0.0	1.0	1.0	1.0
MMACHC	0.422207	0.397306	0.41366	0.0	0.0	0.0	PF16690	1	0.0	0.0	0.0	1.0	1.0	1.0
MMADHC	0.573569	0.341554	0.356494	0.0	0.0	0.0	PF10229	1	0.0	0.0	0.0	1.0	1.0	1.0
MMP2	0.53819	0.546452	0.461176	0.0	0.0	0.0	PF00040	1	0.0	0.0	0.0	1.0	1.0	1.0
MMP20	0.749662	0.537574	0.26379	0.0	0.0	0.0	PF00045	0	0.043433000000000055	-0.015881000000000034	-0.05070400000000003	0.0	0.0	0.0
MMP21	0.662796	0.569336	0.365198	0.0	0.0	0.0	PF00045	0	-0.043432999999999944	0.015880999999999923	0.05070399999999997	0.0	0.0	0.0
MMUT	0.680448	0.631912	0.34704	0.0	0.0	0.0	PF02310	0	0.0035290000000000044	0.04417599999999999	0.042289999999999994	0.0	0.0	0.0
MN1	0.220859	0.195573	0.880733	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
MNX1	0.366263	0.285205	0.826902	0.0	0.0	0.0	PF00046	0	-0.23152911764705886	-0.12473452941176472	0.16887217647058828	0.0	0.0	0.0
MOCS1	0.706889	0.510299	0.396138	0.0	0.0	0.0	PF01967	1	0.0	0.0	0.0	1.0	1.0	1.0
MOCS2	0.757909	0.665741	0.30699	0.0	0.0	0.0	PF02391	1	0.0	0.0	0.0	1.0	1.0	1.0
MOGS	0.581515	0.477846	0.322563	0.0	0.0	0.0	PF03200	1	0.0	0.0	0.0	1.0	1.0	1.0
MORC2	0.27006	0.285298	0.698891	0.0	0.0	0.0	PF23327	1	0.0	0.0	0.0	1.0	1.0	1.0
MPDU1	0.712773	0.699174	0.297991	0.0	0.0	0.0	PF04193	0	-0.03382849999999993	-0.0031995000000000218	0.029862	0.0	0.0	0.0
MPI	0.527211	0.436959	0.331365	0.0	0.0	0.0	PF01238	1	0.0	0.0	0.0	1.0	1.0	1.0
MPLKIP	0.629741	0.406263	0.458352	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
MPO	0.614222	0.607625	0.351471	0.0	0.0	0.0	PF03098	0	-4.63333333332594e-05	-0.024619999999999975	0.0038513333333333177	0.0	0.0	0.0
MPV17	0.722947	0.710915	0.351761	0.0	0.0	0.0	PF04117	1	0.0	0.0	0.0	1.0	1.0	1.0
MRAP	0.711083	0.805314	0.301999	0.0	0.0	0.0	PF15183	1	0.0	0.0	0.0	1.0	1.0	1.0
MRAS	0.608031	0.662117	0.547745	0.0	0.0	0.0	PF00071	0	-0.10526969230769234	-0.0688868461538461	0.1375526923076923	0.0	0.0	0.0
MRE11	0.670284	0.348035	0.430715	0.0	0.0	0.0	PF00149	0	0.14086850000000006	-0.11894850000000007	-0.09581224999999999	0.0	0.0	0.0
MRPL3	0.487836	0.528649	0.47779	0.0	0.0	0.0	PF00297	1	0.0	0.0	0.0	1.0	1.0	1.0
MRPL44	0.512093	0.528965	0.430369	0.0	0.0	0.0	PF22892	1	0.0	0.0	0.0	1.0	1.0	1.0
