gene	pfam_family	is_singleton_family	pLI	pLI_missing	pLI_familyresid	pLI_familyresid_missing	LOEUF	LOEUF_missing	LOEUF_familyresid	LOEUF_familyresid_missing	mis_z	mis_z_missing	mis_z_familyresid	mis_z_familyresid_missing	paralog_count	paralog_count_missing	paralog_count_familyresid	paralog_count_familyresid_missing	tissue_specificity_tau	tissue_specificity_tau_missing	tissue_specificity_tau_familyresid	tissue_specificity_tau_familyresid_missing	log_abundance_ppm	log_abundance_ppm_missing	log_abundance_ppm_familyresid	log_abundance_ppm_familyresid_missing	PPI_degree	PPI_degree_missing	PPI_degree_familyresid	PPI_degree_familyresid_missing	HI_score	HI_score_missing	HI_score_familyresid	HI_score_familyresid_missing	TS_score	TS_score_missing	TS_score_familyresid	TS_score_familyresid_missing
HYAL1		0	0.00051904	0		1	0.875	0		1	1.6932	0		1	4	0		1	0.6	0		1	-0.22329881601158919	0		1	2	0		1		1		1		1		1
HYCC1	PF09790	0		1		1		1		1		1		1	1	0	0.0	0	0.2	0	0.0	0		1		1		1		1		1		1		1		1
HYDIN	PF17213	1	4.5235e-08	0	0.0	0	0.555	0	0.0	0	4.6346	0	0.0	0	2	0	0.0	0	0.6	0	0.0	0	-1.585026652029182	0	0.0	0		1		1		1		1		1		1
IARS1	PF08264	1	9.6429e-18	0	0.0	0	0.911	0	0.0	0	1.005	0	0.0	0	7	0	0.0	0	0.2	0	0.0	0	1.7619353521008936	0	0.0	0		1		1		1		1		1		1
IBA57	PF25455	1	6.8333e-09	0	0.0	0	1.8	0	0.0	0	-2.9528	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	0.9355576450930139	0	0.0	0	12	0	0.0	0		1		1		1		1
ICOS	PF15910	1	0.0032393	0	0.0	0	1.273	0	0.0	0	0.85099	0	0.0	0	0	0	0.0	0	0.7	0	0.0	0	-0.9172146296835499	0	0.0	0	3	0	0.0	0		1		1		1		1
IDH3A	PF00180	0	0.0013571	0	0.000678549991632	0	1.09	0	0.02650000000000019	0	1.6941	0	0.16715000000000013	0	2	0	0.0	0	0.6	0	0.19999999999999996	0	2.363613859950767	0	0.23271594301961285	0	2	0	-3.0	0		1		1		1		1
IDH3B	PF00180	0	1.6736e-11	0	-0.000678549991632	0	1.037	0	-0.026499999999999968	0	1.3598	0	-0.1671499999999999	0	2	0	0.0	0	0.2	0	-0.2	0	1.8981819739115413	0	-0.23271594301961285	0	8	0	3.0	0		1		1		1		1
IDS	PF00884	0		1		1		1		1		1		1	16	0	-0.5	0	0.8	0	0.3666666666666667	0	1.2430628648048065	0	0.698411747667621	0	29	0	3.1999999999999993	0	3	0	0.0	0	0	0	0.0	0
IDUA	PF01229	1	4.8166e-24	0	0.0	0	1.344	0	0.0	0	-3.2406	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	-0.07779372256098363	0	0.0	0	6	0	0.0	0		1		1		1		1
IFIH1	PF16739	1	4.5803e-34	0	0.0	0	1.406	0	0.0	0	-0.4273	0	0.0	0	2	0	0.0	0	0.6	0	0.0	0	0.5133507988059569	0	0.0	0		1		1		1		1		1		1
IFNGR2	PF09294	1	0.44859	0	0.0	0	0.61	0	0.0	0	1.0428	0	0.0	0	11	0	0.0	0	0.2	0	0.0	0	-2.5228787452803374	0	0.0	0	19	0	0.0	0		1		1		1		1
IFT122	PF23381	1	9.3639e-23	0	0.0	0	0.811	0	0.0	0	1.7667	0	0.0	0	0	0	0.0	0	0.6	0	0.0	0	-0.5559552040819237	0	0.0	0	16	0	0.0	0		1		1		1		1
IFT140	PF23383	1	8.6859e-35	0	0.0	0	0.972	0	0.0	0	-0.37778	0	0.0	0	1	0	0.0	0	0.2	0	0.0	0	-0.7258421507363202	0	0.0	0	13	0	0.0	0		1		1		1		1
IFT172	PF24762	1	1.2319e-29	0	0.0	0	0.745	0	0.0	0	2.704	0	0.0	0	1	0	0.0	0	0.2	0	0.0	0	-0.9030899869919435	0	0.0	0	19	0	0.0	0		1		1		1		1
IFT38		0		1		1		1		1		1		1	0	0		1		1		1		1		1		1		1		1		1		1		1
IFT52	PF23352	1	1.2455e-07	0	0.0	0	1.116	0	0.0	0	1.122	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	-0.8096683018297085	0	0.0	0	19	0	0.0	0		1		1		1		1
IFT74		0	5.5812e-09	0		1	1.508	0		1	-0.86921	0		1	0	0		1	0.2	0		1	-0.22257317761068865	0		1	31	0		1		1		1		1		1
IGF1	PF00049	1	0.75933	0	0.0	0	0.675	0	0.0	0	2.1757	0	0.0	0	2	0	0.0	0	0.2	0	0.0	0	3.3230459418953795	0	0.0	0	1	0	0.0	0		1		1		1		1
IGF1R	PF00757	0	1.0	0	0.5043341374999999	0	0.393	0	-0.13674999999999993	0	4.6593	0	0.5343	0	53	0	0.0	0	0.2	0	-0.09999999999999998	0	-0.30627305107635305	0	-0.26913448622925695	0	6	0	-6.25	0	3	0	1.5	0	0	0	0.0	0
IGF2	PF08365	1	0.96	0	0.0	0	0.496	0	0.0	0	1.269	0	0.0	0	2	0	0.0	0	0.8	0	0.0	0	2.8438560448211136	0	0.0	0	15	0	0.0	0	0	0	0.0	0	0	0	0.0	0
IGFBP7	PF07679	0	2.2034e-09	0	-0.8187149981638334	0	1.812	0	1.2381666666666666	0	-1.6341	0	-4.4838000000000005	0	2	0	-37.833333333333336	0	0.6	0	0.06666666666666665	0	1.9929995119707231	0	1.7942940571121933	0		1		1		1		1		1		1
IGHMBP2	PF13086	1	1.1887e-22	0	0.0	0	1.019	0	0.0	0	1.2105	0	0.0	0	10	0	0.0	0	0.2	0	0.0	0	-0.3990271043132517	0	0.0	0	10	0	0.0	0		1		1	0	0	0.0	0
IGSF1	PF13895	0		1		1		1		1		1		1	25	0	12.0	0	0.8	0	0.13333333333333341	0	-0.7375489102695706	0	-0.5814621070961724	0		1		1		1		1		1		1
IKBKG	PF16516	1		1		1		1		1		1		1	1	0	0.0	0	0.2	0	0.0	0	1.0294243640580163	0	0.0	0	29	0	0.0	0	3	0	0.0	0	0	0	0.0	0
IL10RA	PF01108	1	0.00019555	0	0.0	0	0.899	0	0.0	0	1.4243	0	0.0	0	11	0	0.0	0	0.6	0	0.0	0	-1.7958800173440752	0	0.0	0		1		1		1		1	0	0	0.0	0
IL11RA		0	9.5084e-15	0		1	1.078	0		1	1.0414	0		1	23	0		1	0.6	0		1	-1.5228787452803376	0		1		1		1		1		1		1		1
IL17RA	PF16556	1	5.4993e-09	0	0.0	0	0.897	0	0.0	0	-1.468	0	0.0	0	4	0	0.0	0	0.6	0	0.0	0	-0.8761483590329142	0	0.0	0	33	0	0.0	0		1		1		1		1
IL1RAPL1		0		1		1		1		1		1		1	10	0		1	0.8	0		1	-1.6197887582883939	0		1		1		1	3	0		1	0	0		1
IL21	PF02372	1	0.98557	0	0.0	0	0.45	0	0.0	0	1.6323	0	0.0	0	0	0	0.0	0	0.8	0	0.0	0	-1.4814860601221125	0	0.0	0		1		1		1		1		1		1
IL2RA	PF00084	0	5.2506e-06	0	3.131984356666667e-06	0	0.906	0	-0.04699999999999993	0	0.90473	0	-0.42145333333333346	0	0	0	-26.0	0	0.6	0	0.06666666666666665	0	-0.826813731587726	0	-2.0230978503515304	0	43	0	20.666666666666668	0		1		1		1		1
IL36RN	PF00340	1	0.00058353	0	0.0	0	1.311	0	0.0	0	0.25165	0	0.0	0	7	0	0.0	0	0.6	0	0.0	0	-0.595166283380062	0	0.0	0		1		1		1		1		1		1
IL6R	PF00047	0	6.9066e-08	0	-0.7284499482004999	0	0.965	0	0.4165	0	1.357	0	-1.345375	0	23	0	-22.5	0	0.6	0	0.10000000000000003	0	-0.30803489723263966	0	-0.47370817615879823	0	10	0	2.5	0		1		1		1		1
IL6ST	PF00041	0	0.99986	0	0.6998646792081293	0	0.372	0	-0.266	0	1.5179	0	-0.19203099999999984	0	23	0	-3.5	0	0.2	0	-0.39999999999999986	0	0.2674064187529041	0	0.8085365202726591	0	10	0	2.125	0		1		1		1		1
IL7R	PF00041	0	2.5305e-08	0	-0.2999952954868707	0	0.981	0	0.34299999999999997	0	-1.169	0	-2.8789309999999997	0	7	0	-19.5	0	0.6	0	1.1102230246251565e-16	0	-1.431798275933005	0	-0.8906681744132501	0	23	0	15.125	0		1		1		1		1
ILDR1	PF05624	1	1.1014e-16	0	0.0	0	1.103	0	0.0	0	0.06617	0	0.0	0	2	0	0.0	0	0.6	0	0.0	0	-1.1870866433571443	0	0.0	0	4	0	0.0	0		1		1		1		1
IMPDH1		0	9.0395e-08	0		1	0.763	0		1	1.944	0		1	3	0		1	0.6	0		1	1.0000434272768626	0		1	54	0		1		1		1		1		1
IMPG1	PF01390	0	3.7401e-20	0	-3.8693312995e-15	0	1.217	0	0.22199999999999998	0	-0.011703	0	-0.4804215	0	1	0	0.0	0	0.8	0	0.0	0	-0.6289321377282637	0	0.2157743048265589	0	2	0	0.0	0		1		1		1		1
IMPG2	PF01390	0	7.7387e-15	0	3.869331299499999e-15	0	0.773	0	-0.2220000000000001	0	0.94914	0	0.4804215	0	1	0	0.0	0	0.8	0	0.0	0	-1.0604807473813815	0	-0.2157743048265589	0		1		1		1		1		1		1
INPP5E	PF22669	0	1.1997e-11	0	0.0	0	1.179	0	0.0	0	-1.9305	0	0.0	0	19	0	3.0	0	0.2	0	0.0	0	-1.154901959985743	0	-0.6003080094633053	0	4	0	-7.0	0		1		1	0	0	0.0	0
INPPL1	PF24147	1	8.5695e-19	0	0.0	0	0.776	0	0.0	0	2.1314	0	0.0	0	13	0	0.0	0	0.2	0	0.0	0	0.569490954348783	0	0.0	0	46	0	0.0	0		1		1		1		1
INSR	PF00757	0	0.00015345	0	-0.49551241250000005	0	0.556	0	0.026250000000000107	0	5.4734	0	1.3483999999999998	0	53	0	0.0	0	0.2	0	-0.09999999999999998	0	-0.2984320149440726	0	-0.2612934500969765	0	25	0	12.75	0		1		1		1		1
INTS1	PF22927	1	2.0443e-30	0	0.0	0	0.785	0	0.0	0	-1.9354	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	0.05728564441821456	0	0.0	0	46	0	0.0	0		1		1		1		1
IPO13		0	1.0	0		1	0.324	0		1	4.7062	0		1	1	0		1	0.6	0		1	0.061075323629791727	0		1	24	0		1		1		1		1		1
IPO8		0	0.15221	0		1	0.575	0		1	2.2699	0		1	4	0		1	0.2	0		1	0.49844840317399963	0		1	23	0		1		1		1		1		1
IQCB1		0	2.277e-08	0		1	0.889	0		1	0.89199	0		1	0	0		1	0.2	0		1	-0.1493537648169335	0		1	39	0		1		1		1		1		1
IQSEC2	PF16453	1		1		1		1		1		1		1	15	0	0.0	0	0.6	0	0.0	0	-0.4190750243243807	0	0.0	0	7	0	0.0	0	3	0	0.0	0	0	0	0.0	0
IRF2BPL	PF11261	1	0.90987	0	0.0	0	0.544	0	0.0	0	-1.7558	0	0.0	0	5	0	0.0	0	0.2	0	0.0	0	0.7521253072978983	0	0.0	0	7	0	0.0	0		1		1	0	0	0.0	0
IRF6	PF00605	1	1.0	0	0.0	0	0.214	0	0.0	0	3.8977	0	0.0	0	8	0	0.0	0	0.6	0	0.0	0	0.38578495884333575	0	0.0	0		1		1	3	0	0.0	0	0	0	0.0	0
ITCH		0	1.0	0		1	0.343	0		1	4.361	0		1	24	0		1	0.2	0		1	0.2650537885040147	0		1	25	0		1		1		1		1		1
ITGA3		0	2.2512e-10	0		1	0.69	0		1	2.7063	0		1	17	0		1	0.2	0		1	0.7451528950769003	0		1	6	0		1		1		1	0	0		1
ITGA8	PF01839	1	1.2641e-12	0	0.0	0	0.801	0	0.0	0	-0.77047	0	0.0	0	17	0	0.0	0	0.8	0	0.0	0	-1.0604807473813815	0	0.0	0	49	0	0.0	0		1		1		1		1
ITGB2	PF23105	1	1.1008e-11	0	0.0	0	0.81	0	0.0	0	1.5984	0	0.0	0	8	0	0.0	0	0.6	0	0.0	0	1.2648414253291478	0	0.0	0	6	0	0.0	0		1		1		1		1
ITGB4	PF03160	1	8.4149e-40	0	0.0	0	0.86	0	0.0	0	2.189	0	0.0	0	8	0	0.0	0	0.6	0	0.0	0	0.7316693318286362	0	0.0	0	2	0	0.0	0		1		1		1		1
ITGB6	PF07974	0	2.9879e-21	0	-0.3333333333336667	0	1.196	0	0.46966666666666657	0	-0.078171	0	-2.1761806666666668	0	8	0	4.333333333333334	0	0.6	0	-0.033333333333333326	0	-0.16685288808721482	0	0.2946358690274864	0		1		1		1		1		1		1
ITK	PF00779	1	0.0012917	0	0.0	0	0.644	0	0.0	0	2.3278	0	0.0	0	32	0	0.0	0	0.8	0	0.0	0	-0.007004901568658489	0	0.0	0	7	0	0.0	0		1		1		1		1
ITPA	PF01725	1	3.3906e-09	0	0.0	0	1.159	0	0.0	0	0.5267	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	1.6541861713606032	0	0.0	0	17	0	0.0	0		1		1		1		1
ITPR1	PF08709	0	1.0	0	0.5	0	0.325	0	-0.15950000000000003	0	6.2207	0	1.1070000000000002	0	5	0	0.0	0	0.2	0	-0.24999999999999994	0	0.8965813275057327	0	0.8343473114460296	0	10	0	0.0	0		1		1	0	0	0.0	0
IVD	PF00441	0	7.3062e-06	0	2.4410488474483335e-06	0	0.776	0	-0.13283333333333336	0	1.648	0	0.7559716666666666	0	14	0	0.0	0	0.2	0	-0.2666666666666667	0	1.5910757426396818	0	0.18217581789866188	0	3	0	-3.0	0		1		1		1		1
IYD	PF00881	1	6.1423e-08	0	0.0	0	1.164	0	0.0	0	0.45956	0	0.0	0	0	0	0.0	0	0.8	0	0.0	0	-1.2291479883578558	0	0.0	0		1		1		1		1	0	0	0.0	0
JAG1	PF01414	0	1.0	0	0.0	0	0.211	0	0.0069999999999999785	0	5.2977	0	0.6981999999999999	0	5	0	0.0	0	0.2	0	0.0	0	-0.341035157335565	0	0.8523611666125552	0		1		1	3	0	0.0	0	0	0	0.0	0
JAG2		0	0.90572	0		1	0.495	0		1	1.7314	0		1	5	0		1	0.2	0		1	-0.8477116556169435	0		1	18	0		1		1		1		1		1
JAGN1	PF07086	1	0.0062585	0	0.0	0	1.062	0	0.0	0	-0.3257	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	0.8254910298794309	0	0.0	0	1	0	0.0	0		1		1		1		1
JAK1	PF18379	0	1.0	0	0.5	0	0.168	0	-0.38249999999999995	0	5.8688	0	2.0951	0	32	0	0.0	0	0.2	0	-0.2	0	0.230704313612569	0	-0.04689195984754363	0	34	0	0.0	0		1		1		1		1
JAK3	PF18379	0	1.5795e-23	0	-0.5	0	0.933	0	0.38250000000000006	0	1.6786	0	-2.0951000000000004	0	32	0	0.0	0	0.6	0	0.19999999999999996	0	0.3244882333076563	0	0.046891959847543685	0		1		1		1		1		1		1
JAM3	PF13927	1	7.8734e-07	0	0.0	0	1.003	0	0.0	0	-0.6781	0	0.0	0	14	0	0.0	0	0.2	0	0.0	0	1.5145610336340307	0	0.0	0	2	0	0.0	0		1		1	0	0	0.0	0
JARID2		0	1.0	0		1	0.202	0		1	3.2608	0		1	10	0		1	0.6	0		1	-0.6882461389442457	0		1	5	0		1		1		1	0	0		1
KANK2	PF00023	0	2.6403e-06	0	-0.27279062735369203	0	0.704	0	0.02654545454545454	0	0.62293	0	-1.7974134545454545	0	3	0	-1.4545454545454541	0	0.2	0	-0.22727272727272718	0	0.7194141597025934	0	1.4192618574074145	0	13	0	-22.125	0		1		1		1		1
KANSL1	PF15275	1	1.0	0	0.0	0	0.325	0	0.0	0	0.89624	0	0.0	0	1	0	0.0	0	0.2	0	0.0	0	-0.12147820449879346	0	0.0	0		1		1	3	0	0.0	0	0	0	0.0	0
KARS1	PF00152	0	8.5776e-09	0	-4.7517000000000005e-09	0	0.883	0	-0.18500000000000005	0	-0.47575	0	-0.30439	0	4	0	0.0	0	0.2	0	0.0	0	1.9777281767856494	0	0.6916125664827801	0		1		1		1		1	0	0	0.0	0
KAT6A		0	1.0	0		1	0.083	0		1	3.137	0		1	9	0		1	0.2	0		1	-0.6038006529042637	0		1		1		1	3	0		1	0	0		1
KAT6B		0	1.0	0		1	0.098	0		1	4.8917	0		1	9	0		1	0.2	0		1	-0.9136401693252518	0		1		1		1	3	0		1	0	0		1
KATNB1	PF13925	1	0.00010561	0	0.0	0	0.651	0	0.0	0	1.785	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	0.029789470831855614	0	0.0	0	11	0	0.0	0		1		1		1		1
KCNA1	PF02214	0	0.0001067	0	-0.4900645333333334	0	0.935	0	0.09999999999999998	0	3.8753	0	1.3146166666666663	0	31	0	3.0	0	0.8	0	0.050000000000000155	0	-1.2518119729937995	0	-0.32732249076801934	0		1		1		1		1		1		1
KCNA2	PF02214	0	0.93925	0	0.44907876666666663	0	0.537	0	-0.29800000000000004	0	5.1746	0	2.613916666666666	0	31	0	3.0	0	0.7	0	-0.04999999999999993	0	-0.563837352959244	0	0.3606521292665362	0	100	0	73.5	0		1		1	0	0	0.0	0
KCNB1	PF02214	0	1.0	0	0.5098287666666665	0	0.309	0	-0.526	0	5.403	0	2.8423166666666657	0	31	0	3.0	0	0.8	0	0.050000000000000155	0	-0.7033348097384688	0	0.22115467248731135	0		1		1	0	0	0.0	0	0	0	0.0	0
KCNC1	PF02214	0	0.99991	0	0.5097387666666666	0	0.363	0	-0.4720000000000001	0	5.1794	0	2.6187166666666664	0	31	0	3.0	0	0.8	0	0.050000000000000155	0	-1.2839966563652008	0	-0.35950717413942057	0	2	0	-24.5	0		1		1	0	0	0.0	0
KCNE2	PF02060	1	0.018093	0	0.0	0	1.636	0	0.0	0	0.65933	0	0.0	0	1	0	0.0	0	0.8	0	0.0	0	-2.5228787452803374	0	0.0	0		1		1		1		1		1		1
KCNH1	PF00027	0	0.81678	0	0.47801049999999995	0	0.526	0	-0.10849999999999993	0	5.079	0	2.978815	0	17	0	2.166666666666666	0	0.8	0	0.18333333333333346	0	-1.6197887582883939	0	-0.5552997960287702	0		1		1	0	0	-2.0	0	0	0	0.0	0
KCNH2	PF00027	0	0.066807	0	-0.2719625	0	0.568	0	-0.0665	0	2.4976	0	0.3974150000000001	0	17	0	2.166666666666666	0	0.6	0	-0.016666666666666607	0	-1.3098039199714864	0	-0.24531495771186274	0	7	0	-0.33333333333333304	0	3	0	1.0	0	0	0	0.0	0
KCNJ10	PF01007	0	0.46302	0	0.1881491	0	0.676	0	-0.14949999999999997	0	2.7127	0	0.2662499999999999	0	15	0	0.0	0	0.6	0	-0.025000000000000022	0	-1.214670164989233	0	0.18990309025867536	0	13	0	2.0	0		1		1		1		1
KCNJ11	PF01007	0	0.0015654	0	-0.2733055	0	1.074	0	0.24850000000000005	0	2.8591	0	0.4126500000000002	0	15	0	0.0	0	0.6	0	-0.025000000000000022	0	-1.3279021420642825	0	0.07667111318362596	0	8	0	-3.0	0		1		1		1		1
KCNJ13	PF01007	0	0.62675	0	0.35187910000000006	0	0.64	0	-0.1855	0	2.1909	0	-0.25554999999999994	0	15	0	0.0	0	0.7	0	0.07499999999999996	0	-1.5228787452803376	0	-0.11830549003242918	0		1		1		1		1		1		1
KCNJ5	PF01007	0	0.0081482	0	-0.2667227	0	0.912	0	0.08650000000000002	0	2.0231	0	-0.4233500000000001	0	15	0	0.0	0	0.6	0	-0.025000000000000022	0	-1.5528419686577808	0	-0.14826871340987235	0	12	0	1.0	0		1		1		1		1
KCNJ8		0	0.081962	0		1	0.725	0		1	4.3885	0		1	15	0		1	0.6	0		1	-1.958607314841775	0		1	29	0		1		1		1		1		1
KCNK4	PF07885	1	1.7607e-07	0	0.0	0	1.141	0	0.0	0	0.40018	0	0.0	0	14	0	0.0	0	0.8	0	0.0	0	-1.5086383061657274	0	0.0	0		1		1		1		1		1		1
KCNMA1	PF03493	1	1.0	0	0.0	0	0.331	0	0.0	0	6.5284	0	0.0	0	3	0	0.0	0	0.2	0	0.0	0	0.4015728456764459	0	0.0	0		1		1		1		1		1		1
KCNN3	PF02888	1	0.99999	0	0.0	0	0.379	0	0.0	0	4.6144	0	0.0	0	3	0	0.0	0	0.6	0	0.0	0	-0.10347378251044466	0	0.0	0		1		1		1		1		1		1
KCNQ1	PF00520	0	1.0954e-12	0	-0.5014009375271506	0	0.915	0	0.36243749999999997	0	0.91213	0	-3.0997976875	0	31	0	4.9375	0	0.6	0	0.006250000000000089	0	-1.6020599913279623	0	-0.15482467572274916	0	1	0	-12.75	0	3	0	0.0	0	0	0	0.0	0
KCNQ2	PF00520	0	1.0	0	0.498599062471754	0	0.295	0	-0.2575625000000001	0	3.7078	0	-0.30412768749999985	0	31	0	4.9375	0	0.8	0	0.20625000000000016	0	-1.0457574905606752	0	0.4014778250445379	0	1	0	-12.75	0	3	0	0.0	0	0	0	0.0	0
KCNQ4	PF00520	0	0.022475	0	-0.47892593752824597	0	0.602	0	0.04943749999999991	0	1.238	0	-2.7739276875	0	31	0	4.9375	0	0.6	0	0.006250000000000089	0	-1.275724130399211	0	0.17151118520600206	0		1		1		1		1		1		1
KCNQ5	PF00520	0	0.99994	0	0.49853906247175406	0	0.417	0	-0.13556250000000009	0	3.1393	0	-0.8726276875000001	0	31	0	4.9375	0	0.7	0	0.10625000000000007	0	-0.7351821769904635	0	0.7120531386147496	0	8	0	-5.75	0		1		1		1		1
KCNT1		0	1.7222e-12	0		1	0.682	0		1	2.1005	0		1	3	0		1	0.6	0		1	-1.853871964321762	0		1		1		1		1		1		1		1
KCNV2	PF02214	0	1.1007e-35	0	-0.4901712333333334	0	1.964	0	1.129	0	-5.8358	0	-8.396483333333334	0	31	0	3.0	0	0.8	0	0.050000000000000155	0	-1.2518119729937995	0	-0.32732249076801934	0	2	0	-24.5	0		1		1		1		1
KCTD7	PF02214	0	0.0017607	0	-0.4884105333333334	0	0.902	0	0.06699999999999995	0	1.5676	0	-0.9930833333333338	0	13	0	-15.0	0	0.6	0	-0.1499999999999999	0	-0.4921441283041691	0	0.4323453539216111	0	2	0	-24.5	0		1		1		1		1
KDELR2	PF00810	1	0.0025946	0	0.0	0	1.316	0	0.0	0	-1.106	0	0.0	0	2	0	0.0	0	0.2	0	0.0	0	0.828079590556746	0	0.0	0	10	0	0.0	0		1		1		1		1
KDM3B	PF22989	1	1.0	0	0.0	0	0.117	0	0.0	0	6.2276	0	0.0	0	3	0	0.0	0	0.2	0	0.0	0	0.5683190850951118	0	0.0	0	17	0	0.0	0		1		1		1		1
KDM4B	PF02373	0	1.0	0	0.33333333333333337	0	0.371	0	-0.10566666666666663	0	2.9574	0	1.3093066666666664	0	10	0	5.75	0	0.2	0	-0.09999999999999998	0	-0.39469495385889053	0	0.2404958548229733	0	9	0	0.0	0		1		1		1		1
KDM5B	PF01388	0	1.1177e-29	0	-0.6666666666666666	0	0.858	0	0.45666666666666667	0	1.0125	0	-0.41517333333333317	0	10	0	4.5	0	0.6	0	0.3	0	-0.5917600346881504	0	-0.7149943374050334	0	3	0	-19.0	0		1		1		1		1
KDM5C	PF01388	0		1		1		1		1		1		1	10	0	4.5	0	0.2	0	-0.09999999999999998	0	0.025715383901340642	0	-0.09751891881554237	0	54	0	32.0	0	3	0	0.0	0	0	0	0.0	0
KDM6A	PF02373	0		1		1		1		1		1		1	2	0	-2.25	0	0.2	0	-0.09999999999999998	0	-0.38721614328026455	0	0.2479746654015993	0	9	0	0.0	0	3	0	0.0	0	0	0	0.0	0
KDM6B	PF02373	0	1.0	0	0.33333333333333337	0	0.211	0	-0.2656666666666666	0	1.8332	0	0.18510666666666653	0	2	0	-2.25	0	0.2	0	-0.09999999999999998	0	-0.6161846340195687	0	0.01900617466229515	0		1		1	3	0	0.0	0	0	0	0.0	0
KERA	PF13516	0	2.7143e-08	0	1.35715e-08	0	1.284	0	0.026000000000000023	0	-0.086142	0	0.48217899999999997	0	10	0	-5.0	0	0.0	0	-0.1	0	-0.07417242537525769	0	-0.2512346196790686	0	12	0	0.0	0		1		1		1		1
KIAA0586		0	8.5316e-14	0		1	0.968	0		1	0.30714	0		1	0	0		1	0.2	0		1	-1.744727494896694	0		1	8	0		1		1		1		1		1
KIDINS220		0	0.9995	0		1	0.452	0		1	3.5731	0		1	0	0		1	0.2	0		1	0.21245396104027575	0		1	37	0		1		1		1		1		1
KIF11	PF00225	0	1.0	0	0.000140000000000029	0	0.184	0	-0.13266666666666665	0	2.7188	0	-0.4713999999999996	0	41	0	0.0	0	0.6	0	-0.06666666666666665	0	0.9026011306665314	0	0.7550377181057637	0	19	0	-0.33333333333333215	0	3	0	0.0	0	0	0	0.0	0
KIF14	PF23313	1	2.0983e-06	0	0.0	0	0.65	0	0.0	0	1.615	0	0.0	0	41	0	0.0	0	0.6	0	0.0	0	-0.11747546204511952	0	0.0	0	38	0	0.0	0		1		1		1		1
KIF1A	PF12473	1	1.0	0	0.0	0	0.304	0	0.0	0	5.035	0	0.0	0	41	0	0.0	0	0.6	0	0.0	0	-0.19997064075586568	0	0.0	0	24	0	0.0	0	0	0	0.0	0	0	0	0.0	0
KIF22	PF12836	1	4.9453e-17	0	0.0	0	1.025	0	0.0	0	0.58711	0	0.0	0	41	0	0.0	0	0.6	0	0.0	0	0.296884475538547	0	0.0	0	12	0	0.0	0		1		1		1		1
KIF2A	PF22923	1	0.76117	0	0.0	0	0.617	0	0.0	0	2.6011	0	0.0	0	41	0	0.0	0	0.2	0	0.0	0	1.3138883021138679	0	0.0	0	17	0	0.0	0		1		1		1		1
KIF5A	PF00225	0	1.0	0	0.000140000000000029	0	0.315	0	-0.0016666666666666496	0	5.0359	0	1.8457000000000003	0	41	0	0.0	0	0.8	0	0.13333333333333341	0	0.595606434865603	0	0.4480430223048354	0	33	0	13.666666666666668	0		1		1		1		1
KIF7	PF25764	1	3.0938e-31	0	0.0	0	1.038	0	0.0	0	-2.3744	0	0.0	0	41	0	0.0	0	0.2	0	0.0	0	-1.0457574905606752	0	0.0	0	34	0	0.0	0		1		1	0	0	0.0	0
KIFBP		0	1.6272e-09	0		1	1.016	0		1	1.7493	0		1	0	0		1	0.2	0		1	0.8831501996832776	0		1		1		1		1		1		1		1
KIT	PF00047	0	1.0	0	0.27154998273350006	0	0.24	0	-0.3085	0	4.1661	0	1.4637250000000002	0	53	0	7.5	0	0.6	0	0.10000000000000003	0	0.00475115559100102	0	-0.1609221233351575	0	2	0	-5.5	0	3	0	0.0	0	0	0	0.0	0
KITLG	PF02404	1	0.90378	0	0.0	0	0.581	0	0.0	0	1.5682	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	-0.978810700930062	0	0.0	0	3	0	0.0	0		1		1		1		1
KIZ		0	5.1898e-10	0		1	1.227	0		1	-0.17666	0		1	0	0		1	0.2	0		1	-1.3467874862246563	0		1		1		1		1		1		1		1
KL	PF00232	1	3.8203e-15	0	0.0	0	0.917	0	0.0	0	0.81065	0	0.0	0	4	0	0.0	0	0.7	0	0.0	0	-1.537602002101044	0	0.0	0		1		1		1		1		1		1
KLF1	PF16832	1	4.5975e-15	0	0.0	0	1.777	0	0.0	0	-1.0124	0	0.0	0	22	0	0.0	0	0.8	0	0.0	0	-0.6882461389442457	0	0.0	0		1		1		1		1		1		1
KLHL40	PF07707	0	8.4364e-13	0	-2.3032374367270002e-05	0	1.128	0	0.2307499999999999	0	-0.34059	0	-1.3082675	0	54	0	0.0	0	0.7	0	-1.1102230246251565e-16	0	-1.4814860601221125	0	-1.039410207020163	0		1		1		1		1		1		1
KLHL41	PF07707	0	8.9595e-05	0	6.656262478909e-05	0	0.83	0	-0.06725000000000003	0	1.193	0	0.2253225000000001	0	54	0	0.0	0	0.7	0	-1.1102230246251565e-16	0	-0.017276612331454656	0	0.4247992407704949	0		1		1		1		1		1		1
