gene	uniprot_id	ec_numbers	keyword_ids	enzyme_4class	multi_class_flag	uniprot_missing_flag
LAMC3				non-enzyme	0	1
LAMP2	P13473		KW-0002;KW-0025;KW-0072;KW-1003;KW-0968;KW-0903;KW-0225;KW-1015;KW-0967;KW-0322	non-enzyme	0	0
LARGE1	O95461	2.4.-.-	KW-0002;KW-0025;KW-0175;KW-0912;KW-0225;KW-1215;KW-0325;KW-0328;KW-0333;KW-0451	non-enzyme	0	0
LARP7	Q4G0J3		KW-0002;KW-0007;KW-0025;KW-0221;KW-0225;KW-0242;KW-0991;KW-1017;KW-0507;KW-0508	non-enzyme	0	0
LBR	Q14739	1.3.1.70;1;.;3;7;0	KW-0002;KW-0007;KW-0152;KW-0153;KW-0963;KW-0225;KW-0238;KW-0242;KW-0256;KW-0444	oxidoreductase	0	0
LCA5				non-enzyme	0	1
LCAT	P04180	2.3.1.43;3.1.1.47;2;.;3;1;4;7	KW-0002;KW-0012;KW-0153;KW-1212;KW-0903;KW-0225;KW-1015;KW-0325;KW-0378;KW-0443	non-enzyme	0	0
LCK	P06239	2.7.10.2;2;.;7;1;0	KW-0002;KW-0025;KW-0067;KW-1003;KW-0160;KW-0963;KW-0225;KW-0945;KW-1017;KW-0418	kinase	0	0
LDLR	P01130		KW-0002;KW-0025;KW-1003;KW-0153;KW-0168;KW-0903;KW-0225;KW-1015;KW-0245;KW-0254	non-enzyme	0	0
LDLRAP1				non-enzyme	0	1
LEMD3	Q9Y2U8		KW-0002;KW-0007;KW-0225;KW-0238;KW-0472;KW-0539;KW-0597;KW-1267;KW-1185;KW-0812	non-enzyme	0	0
LEP	P41159		KW-0002;KW-0219;KW-0225;KW-1015;KW-0550;KW-1267;KW-1185;KW-0964;KW-0732	non-enzyme	0	0
LEPR	P48357		KW-0002;KW-0025;KW-1003;KW-0903;KW-1015;KW-0325;KW-0393;KW-0472;KW-0550;KW-0597	non-enzyme	0	0
LGI4	Q8N135		KW-0025;KW-0225;KW-0325;KW-0433;KW-1267;KW-1185;KW-0677;KW-0964;KW-0732	non-enzyme	0	0
LHB	P01229		KW-0903;KW-0225;KW-1015;KW-0325;KW-0372;KW-1016;KW-1267;KW-1185;KW-0964;KW-0732	non-enzyme	0	0
LHFPL5	Q8TAF8		KW-1003;KW-0209;KW-0225;KW-0406;KW-0472;KW-1010;KW-1185;KW-0812;KW-1133;KW-0813	non-enzyme	0	0
LHX3	Q9UBR4		KW-0010;KW-0025;KW-0225;KW-0238;KW-0242;KW-0371;KW-0440;KW-0479;KW-0539;KW-0597	non-enzyme	0	0
LHX4	Q969G2		KW-0002;KW-0160;KW-0225;KW-0238;KW-0242;KW-0371;KW-0440;KW-0479;KW-0539;KW-1267	non-enzyme	0	0
LIFR				non-enzyme	0	1
LIG4	P49917	6.5.1.1;6;.;5;1	KW-0002;KW-0067;KW-0131;KW-0132;KW-0903;KW-0225;KW-0227;KW-0233;KW-0234;KW-0436	non-enzyme	0	0
LIMS2	Q7Z4I7		KW-0002;KW-0025;KW-0965;KW-1003;KW-0225;KW-0440;KW-0947;KW-0472;KW-0479;KW-0539	non-enzyme	0	0
LINGO1	Q96FE5		KW-0002;KW-0025;KW-1003;KW-0225;KW-1015;KW-0325;KW-0393;KW-0991;KW-0433;KW-0472	non-enzyme	0	0
LINS1				non-enzyme	0	1
LIPA	P38571	3.1.1.13;3;.;1	KW-0002;KW-0025;KW-0903;KW-0225;KW-0325;KW-0378;KW-0442;KW-0443;KW-0458;KW-1267	non-enzyme	0	0
LIPI				non-enzyme	0	1
LIPN				non-enzyme	0	1
LIPT1	Q9Y234	2.3.1.200;2.3.1.-;2;.;3;1;0	KW-0012;KW-0225;KW-0496;KW-1267;KW-1185;KW-0808;KW-0809	non-enzyme	0	0
LMBRD1				non-enzyme	0	1
LMNA	P02545		KW-0002;KW-0007;KW-0025;KW-0122;KW-0144;KW-0175;KW-0912;KW-0903;KW-0225;KW-1067	non-enzyme	0	0
LMOD3	Q0VAK6		KW-0025;KW-0175;KW-0963;KW-0206;KW-0225;KW-1057;KW-1267;KW-1185;KW-0832	non-enzyme	0	0
LMX1B	O60663		KW-0010;KW-0025;KW-0217;KW-0225;KW-0238;KW-0371;KW-0440;KW-0479;KW-0539;KW-1267	non-enzyme	0	0
LONP1	P36776	3.4.21.53;3;.;4;2;1;5	KW-0002;KW-0025;KW-0067;KW-0898;KW-0209;KW-0225;KW-0238;KW-0242;KW-0378;KW-0496	protease	0	0
LOXHD1				non-enzyme	0	1
LPL	P06858	3.1.1.34;3.1.1.32;3;.;1;4;2	KW-0002;KW-0106;KW-1003;KW-0162;KW-0903;KW-0225;KW-1015;KW-0272;KW-0325;KW-0358	non-enzyme	0	0
LRAT	O95237	2.3.1.135;2;.;3;1;5	KW-0012;KW-0963;KW-0225;KW-0256;KW-0967;KW-0901;KW-0443;KW-0472;KW-1267;KW-1185	non-enzyme	0	0
LRBA	P50851		KW-0002;KW-0007;KW-0025;KW-1003;KW-0175;KW-0225;KW-0256;KW-0333;KW-0458;KW-0472	non-enzyme	0	0
LRIG2				non-enzyme	0	1
LRIT3				non-enzyme	0	1
LRMDA				non-enzyme	0	1
LRP2				non-enzyme	0	1
LRP4	O75096		KW-0002;KW-0106;KW-1003;KW-1004;KW-0217;KW-0221;KW-0225;KW-1015;KW-0245;KW-0254	non-enzyme	0	0
LRP5	O75197		KW-0217;KW-0225;KW-1015;KW-0245;KW-0254;KW-0256;KW-0325;KW-0472;KW-1065;KW-0987	non-enzyme	0	0
LRPAP1				non-enzyme	0	1
LRPPRC	P42704		KW-0002;KW-0007;KW-0072;KW-0903;KW-0225;KW-0238;KW-0431;KW-0472;KW-0496;KW-0509	non-enzyme	0	0
LRRC56	Q8IYG6		KW-0966;KW-1186;KW-0970;KW-0225;KW-1012;KW-0433;KW-0990;KW-1267;KW-1185;KW-0677	non-enzyme	0	0
LSS	P48449	5.4.99.7;5;.;4;9;7	KW-0002;KW-0007;KW-0025;KW-0898;KW-0903;KW-0225;KW-0256;KW-1063;KW-0991;KW-0413	non-enzyme	0	0
LTBP1				non-enzyme	0	1
LTBP2	Q14767		KW-0225;KW-1015;KW-0242;KW-0245;KW-0272;KW-0955;KW-0325;KW-0340;KW-0358;KW-0379	non-enzyme	0	0
LTBP3	Q9NS15		KW-0025;KW-0986;KW-0225;KW-1015;KW-0242;KW-0245;KW-0272;KW-0325;KW-0340;KW-1267	non-enzyme	0	0
LYRM4	Q9HD34		KW-0002;KW-0903;KW-0225;KW-0496;KW-0539;KW-1274;KW-1267;KW-1185	non-enzyme	0	0
LYSET	Q8N6I4		KW-0025;KW-0225;KW-0242;KW-0333;KW-0945;KW-0472;KW-1267;KW-1185;KW-0812;KW-1133	non-enzyme	0	0
LYST	Q99698		KW-0025;KW-0963;KW-0225;KW-0581;KW-0597;KW-0653;KW-1267;KW-1185;KW-0677;KW-0813	non-enzyme	0	0
LZTFL1	Q9NQ48		KW-0025;KW-0083;KW-1186;KW-0175;KW-0963;KW-0225;KW-0550;KW-1267;KW-1185	non-enzyme	0	0
LZTR1	Q8N653		KW-0002;KW-0007;KW-0225;KW-0967;KW-0333;KW-0880;KW-0472;KW-0597;KW-1267;KW-1185	non-enzyme	0	0
MAB21L1	Q13394	2.7.7.-	KW-0002;KW-0067;KW-0217;KW-0225;KW-0342;KW-0991;KW-0460;KW-0479;KW-0547;KW-0548	kinase	0	0
MAB21L2	Q9Y586		KW-0963;KW-0217;KW-0225;KW-1013;KW-0539;KW-1267;KW-1185	non-enzyme	0	0
MAD2L2	Q9UI95		KW-0002;KW-0131;KW-0132;KW-0158;KW-0963;KW-0206;KW-0225;KW-0227;KW-0234;KW-0923	non-enzyme	0	0
MADD	Q8WXG6		KW-0025;KW-0053;KW-1003;KW-0966;KW-0963;KW-0344;KW-0991;KW-0472;KW-0597;KW-1267	non-enzyme	0	0
MAFB	Q9Y5Q3		KW-0010;KW-0225;KW-0238;KW-1017;KW-0539;KW-1267;KW-0656;KW-1185;KW-0678;KW-0804	non-enzyme	0	0
MAG	P20916		KW-0025;KW-0130;KW-1003;KW-0225;KW-1015;KW-0325;KW-0890;KW-0393;KW-0430;KW-0446	non-enzyme	0	0
MAGEL2	Q9UJ55		KW-1268;KW-0090;KW-0963;KW-0967;KW-0991;KW-0539;KW-0550;KW-1267;KW-1185;KW-0678	non-enzyme	0	0
MAK	P20794	2.7.11.1;2;.;7;1	KW-0025;KW-0067;KW-0966;KW-0969;KW-0963;KW-0206;KW-0217;KW-0221;KW-0225;KW-0418	kinase	0	0
MALT1	Q9UDY8	3.4.22.-	KW-0002;KW-0007;KW-0025;KW-0160;KW-0963;KW-0225;KW-1015;KW-0378;KW-0391;KW-0393	protease	0	0
MAMLD1				non-enzyme	0	1
MAN1B1	Q9UKM7	3.2.1.113;3;.;2;1	KW-0002;KW-0106;KW-0225;KW-1015;KW-0256;KW-0326;KW-0378;KW-0991;KW-0472;KW-0479	non-enzyme	0	0
MAN2B1	O00754	3.2.1.24;3;.;2;1;4	KW-0025;KW-0903;KW-0225;KW-1015;KW-0325;KW-0326;KW-0378;KW-0458;KW-0479;KW-1267	non-enzyme	0	0
MANBA	O00462	3.2.1.25;3;.;2;1;5	KW-1015;KW-0325;KW-0326;KW-0378;KW-0458;KW-1267;KW-1185;KW-0732	non-enzyme	0	0
MAOA	P21397	1.4.3.21;1.4.3.4;1;.;4;3;2	KW-0002;KW-0007;KW-0025;KW-0128;KW-0903;KW-0225;KW-0274;KW-0285;KW-0991;KW-0472	oxidoreductase	0	0
MAP2K1	Q02750	2.7.12.2;2;.;7;1	KW-0002;KW-0007;KW-0025;KW-0067;KW-0122;KW-0963;KW-0206;KW-0903;KW-0225;KW-0038	kinase	0	0
MAP2K2	P36507	2.7.12.2;2;.;7;1	KW-0002;KW-0007;KW-0067;KW-0122;KW-0963;KW-0903;KW-0225;KW-0038;KW-0991;KW-0418	kinase	0	0
MAP3K1	Q13233	2.7.11.25;2.3.2.27;2;.;7;1;5;3	KW-0002;KW-0007;KW-0067;KW-0418;KW-0460;KW-0479;KW-0547;KW-0597;KW-1267;KW-1185	kinase	0	0
MAPK8IP3				non-enzyme	0	1
MAPKAPK5	Q8IW41	2.7.11.1;2;.;7;1	KW-0025;KW-0067;KW-0175;KW-0963;KW-0418;KW-0547;KW-0539;KW-0597;KW-1267;KW-1185	kinase	0	0
MARVELD2				non-enzyme	0	1
MASP1				non-enzyme	0	1
MAT1A	Q00266	2.5.1.6;2;.;5;1;6	KW-0002;KW-0067;KW-0225;KW-1015;KW-0460;KW-0479;KW-0547;KW-0554;KW-0630;KW-1267	non-enzyme	0	0
MAX	P61244		KW-0002;KW-0007;KW-0010;KW-0025;KW-0966;KW-0225;KW-0238;KW-0539;KW-0597;KW-1267	non-enzyme	0	0
MBD5				non-enzyme	0	1
MBOAT7	Q96N66	2.3.1.-	KW-0002;KW-0012;KW-0025;KW-0225;KW-0256;KW-0325;KW-0991;KW-0444;KW-0443;KW-0472	non-enzyme	0	0
MBTPS2	O43462	3.4.24.85;3;.;4;2;8;5	KW-0153;KW-0963;KW-0225;KW-0325;KW-0333;KW-0378;KW-0977;KW-0443;KW-0472;KW-0479	protease	0	0
MC2R	Q01718		KW-0002;KW-0106;KW-1003;KW-0225;KW-1015;KW-0297;KW-0325;KW-0449;KW-0472;KW-0479	non-enzyme	0	0
MCCC1	Q96RQ3	6.4.1.4;6;.;4;1	KW-0002;KW-0007;KW-0067;KW-0092;KW-0903;KW-0225;KW-0436;KW-0496;KW-0547;KW-1267	non-enzyme	0	0
MCCC2	Q9HCC0	6.4.1.4;6;.;4;1	KW-0002;KW-0007;KW-0025;KW-0067;KW-0903;KW-0225;KW-0436;KW-0496;KW-0547;KW-1267	non-enzyme	0	0
MCEE				non-enzyme	0	1
MCM5	P33992	3.6.4.12;3;.;6;4;1;2	KW-0002;KW-0007;KW-0067;KW-0131;KW-0158;KW-0225;KW-0235;KW-0238;KW-0242;KW-0347	non-enzyme	0	0
MCOLN1	Q9GZU1		KW-0002;KW-1064;KW-0106;KW-0109;KW-1003;KW-0966;KW-1212;KW-0968;KW-0225;KW-1015	non-enzyme	0	0
MCPH1	Q8NEM0		KW-0002;KW-0025;KW-0963;KW-0206;KW-0991;KW-0597;KW-0905;KW-1267;KW-1185;KW-0677	non-enzyme	0	0
MDH1	P40925	1.1.1.37;1;.;3;7	KW-0002;KW-0007;KW-0025;KW-0963;KW-0903;KW-0225;KW-0887;KW-0488;KW-0520;KW-0560	oxidoreductase	0	0
MDH2	P40926	1.1.1.37;1;.;3;7	KW-0002;KW-0007;KW-0025;KW-0225;KW-0887;KW-0325;KW-0496;KW-0520;KW-0560;KW-0597	oxidoreductase	0	0
MECOM				non-enzyme	0	1
MECP2	P51608		KW-0002;KW-0007;KW-0025;KW-1269;KW-1268;KW-0160;KW-0225;KW-0238;KW-0991;KW-0488	non-enzyme	0	0
MECR	Q9BV79	1.3.1.104;1;.;3;0;4	KW-0002;KW-0007;KW-0025;KW-0963;KW-0225;KW-1023;KW-0275;KW-0276;KW-0444;KW-0443	oxidoreductase	0	0
MED12	Q93074		KW-0002;KW-0007;KW-0010;KW-0025;KW-0903;KW-0225;KW-0991;KW-0488;KW-0539;KW-0597	non-enzyme	0	0
MED13	Q9UHV7		KW-0002;KW-0010;KW-0903;KW-0225;KW-0991;KW-0539;KW-0597;KW-1267;KW-1185;KW-0677	non-enzyme	0	0
MED13L	Q71F56		KW-0010;KW-0160;KW-0225;KW-0991;KW-0539;KW-0597;KW-1267;KW-1185;KW-0677;KW-0678	non-enzyme	0	0
MED23	Q9ULK4		KW-0002;KW-0010;KW-0025;KW-0903;KW-0225;KW-0991;KW-0539;KW-1267;KW-1185;KW-0804	non-enzyme	0	0
MED27	Q6P2C8		KW-0002;KW-0010;KW-0025;KW-0898;KW-0991;KW-0488;KW-0539;KW-0597;KW-1267;KW-1185	non-enzyme	0	0
MEF2C	Q06413		KW-0007;KW-0010;KW-0025;KW-0053;KW-0963;KW-0217;KW-0221;KW-0225;KW-0238;KW-0887	non-enzyme	0	0
MEFV	O15553		KW-0002;KW-0009;KW-0025;KW-1008;KW-0966;KW-0175;KW-0963;KW-0968;KW-0206;KW-0225	non-enzyme	0	0
MEGF10	Q96KG7		KW-0025;KW-0130;KW-1003;KW-0966;KW-0225;KW-1015;KW-0245;KW-0325;KW-0472;KW-0517	non-enzyme	0	0
MEGF8	Q7Z7M0		KW-0025;KW-0106;KW-0989;KW-0225;KW-1015;KW-0245;KW-0325;KW-0880;KW-0424;KW-0472	non-enzyme	0	0
MEIS2	O14770		KW-0002;KW-0010;KW-0025;KW-0963;KW-0217;KW-0225;KW-0238;KW-0371;KW-0991;KW-0539	non-enzyme	0	0
MEN1	O00255		KW-0002;KW-0025;KW-0156;KW-0225;KW-0238;KW-0539;KW-0597;KW-1267;KW-1185;KW-0678	non-enzyme	0	0
MEOX1				non-enzyme	0	1
MERTK	Q12866	2.7.10.1;2;.;7;1;0	KW-0002;KW-0067;KW-1003;KW-0225;KW-1015;KW-0325;KW-0393;KW-0418;KW-0472;KW-0547	kinase	0	0
MESD				non-enzyme	0	1
MESP2				non-enzyme	0	1
MET	P08581	2.7.10.1;2;.;7;1;0	KW-0002;KW-0025;KW-0067;KW-0160;KW-0209;KW-0225;KW-1015;KW-0325;KW-0418;KW-0472	kinase	0	0
METTL23				non-enzyme	0	1
METTL5				non-enzyme	0	1
MFF				non-enzyme	0	1
MFRP	Q9BY79		KW-0025;KW-1003;KW-0225;KW-1015;KW-0325;KW-0472;KW-1013;KW-1267;KW-1185;KW-0677	non-enzyme	0	0
MFSD8	Q8NHS3		KW-0025;KW-0868;KW-0869;KW-0225;KW-0967;KW-0325;KW-0407;KW-0406;KW-0458;KW-0472	non-enzyme	0	0
MGAT2	Q10469	2.4.1.143;2;.;4;1;3	KW-0002;KW-0900;KW-0903;KW-0225;KW-1015;KW-0325;KW-0328;KW-0333;KW-0464;KW-0472	non-enzyme	0	0
MGME1	Q9BQP7	3.1.-.-	KW-0002;KW-0225;KW-0227;KW-0234;KW-0269;KW-0378;KW-0496;KW-0540;KW-0597;KW-1274	non-enzyme	0	0
MGP				non-enzyme	0	1
MICU1	Q9BPX6		KW-0002;KW-0020;KW-0025;KW-0106;KW-0109;KW-0225;KW-1015;KW-0406;KW-0472;KW-0479	non-enzyme	0	0
MID1	O15344	2.3.2.27;2;.;3;7	KW-0002;KW-0025;KW-0175;KW-0963;KW-0206;KW-0225;KW-0479;KW-0493;KW-0597;KW-1267	non-enzyme	0	0
MIP	P30301		KW-0898;KW-0965;KW-1003;KW-0225;KW-0273;KW-0449;KW-0472;KW-0564;KW-0597;KW-1267	non-enzyme	0	0
MIR17HG				non-enzyme	0	1
MITF	O75030		KW-0002;KW-0010;KW-0015;KW-0025;KW-0175;KW-0963;KW-0209;KW-0217;KW-0225;KW-0238	non-enzyme	0	0
MKKS	Q9NPJ1		KW-0067;KW-0083;KW-0143;KW-1186;KW-0963;KW-0206;KW-0225;KW-0991;KW-0547;KW-0539	non-enzyme	0	0
MKS1	Q9NXB0		KW-0025;KW-0083;KW-0966;KW-1186;KW-0969;KW-0970;KW-0963;KW-0206;KW-0225;KW-0991	non-enzyme	0	0
MLC1	Q15049		KW-0025;KW-1003;KW-0963;KW-0903;KW-0225;KW-0256;KW-0472;KW-0597;KW-1267;KW-1185	non-enzyme	0	0
MLH1	P40692		KW-0002;KW-0007;KW-0025;KW-0067;KW-0131;KW-0158;KW-0225;KW-0227;KW-0234;KW-0362	non-enzyme	0	0
MLPH	Q9BV36		KW-0025;KW-0175;KW-0963;KW-0225;KW-0479;KW-1267;KW-1185;KW-0677;KW-0862;KW-0863	non-enzyme	0	0
MLYCD	O95822	4.1.1.9;4;.;1;9	KW-0002;KW-0007;KW-0024;KW-0963;KW-0210;KW-1015;KW-0275;KW-0276;KW-0444;KW-0443	non-enzyme	0	0
MMAA	Q8IVH4	3.6.-.-	KW-0002;KW-0143;KW-0963;KW-0225;KW-0342;KW-0378;KW-0496;KW-0547;KW-1267;KW-1185	non-enzyme	0	0
MMAB	Q96EY8	2.5.1.-	KW-0002;KW-0007;KW-0067;KW-0225;KW-0496;KW-0547;KW-0597;KW-1267;KW-1185;KW-0808	non-enzyme	0	0
MMACHC	Q9Y4U1	2.5.1.151;1.16.1.6;1;.;6;2;5	KW-0002;KW-0846;KW-0170;KW-0963;KW-0225;KW-0274;KW-0285;KW-0288;KW-0521;KW-0560	oxidoreductase	0	0
MMADHC	Q9H3L0		KW-0002;KW-0007;KW-0963;KW-0225;KW-0496;KW-1267;KW-1185;KW-0809	non-enzyme	0	0
MMP2	P08253	3.4.24.24;3;.;4;2	KW-0002;KW-0025;KW-0037;KW-0068;KW-0106;KW-0177;KW-0963;KW-0903;KW-0225;KW-1015	protease	0	0
MMP20	O60882	3.4.24.-	KW-0002;KW-0986;KW-0068;KW-0106;KW-1015;KW-0272;KW-0378;KW-0479;KW-0482;KW-0645	protease	0	0
MMP21	Q8N119	3.4.24.-	KW-0106;KW-0165;KW-1015;KW-0325;KW-1056;KW-0378;KW-0479;KW-0482;KW-0645;KW-1185	protease	0	0
MMUT	P22033	5.4.99.2;5;.;4;9;2	KW-0002;KW-0007;KW-0846;KW-0170;KW-0963;KW-0903;KW-0225;KW-0413;KW-0479;KW-0496	non-enzyme	0	0
MN1				non-enzyme	0	1
MNX1	P50219		KW-0007;KW-0025;KW-0225;KW-0238;KW-0371;KW-0539;KW-0597;KW-1267;KW-1185;KW-0804	non-enzyme	0	0
MOCS1	Q9NZB8	4;.;1;9;2;6;7	KW-0004;KW-0007;KW-0025;KW-0963;KW-0225;KW-0342;KW-0408;KW-0411;KW-0456;KW-0479	non-enzyme	0	0
MOCS2	O96007	2.8.1.12;2;.;8;1	KW-0002;KW-0963;KW-0225;KW-0501;KW-0539;KW-0597;KW-1267;KW-1185;KW-0808	non-enzyme	0	0
MOGS	Q13724	3.2.1.106;3;.;2;1;0;6	KW-0025;KW-0225;KW-0256;KW-0325;KW-0326;KW-0378;KW-0472;KW-1267;KW-1185;KW-0735	non-enzyme	0	0
MORC2	Q9Y6X9	3.6.1.-	KW-0002;KW-0007;KW-0025;KW-0067;KW-0144;KW-0158;KW-0175;KW-0963;KW-0225;KW-0242	non-enzyme	0	0
MPDU1	O75352		KW-0007;KW-0025;KW-0900;KW-0225;KW-0472;KW-1267;KW-1185;KW-0677;KW-0812;KW-1133	non-enzyme	0	0
MPI	P34949	5.3.1.8;5;.;3;1;8	KW-0007;KW-0025;KW-0900;KW-0963;KW-0903;KW-0225;KW-0413;KW-0479;KW-0597;KW-1267	non-enzyme	0	0
MPLKIP				non-enzyme	0	1
MPO	P05164	1.11.2.2;1;.;2	KW-0002;KW-0025;KW-0106;KW-0903;KW-0225;KW-1015;KW-0325;KW-0349;KW-0376;KW-0408	oxidoreductase	0	0
MPV17	P39210		KW-0144;KW-0225;KW-0472;KW-0496;KW-0999;KW-0523;KW-0622;KW-1274;KW-1267;KW-1185	non-enzyme	0	0
MRAP	Q8TCY5		KW-0002;KW-0025;KW-1003;KW-0256;KW-0472;KW-1185;KW-0812;KW-1133	non-enzyme	0	0
MRAS	O14807	3.6.5.2;3;.;6;5;2	KW-0002;KW-0025;KW-1003;KW-0225;KW-0342;KW-0378;KW-0449;KW-0472;KW-0488;KW-0547	non-enzyme	0	0
MRE11	P49959	3.1.-.-	KW-0002;KW-0007;KW-0025;KW-0158;KW-1186;KW-0225;KW-0227;KW-0234;KW-0255;KW-0269	non-enzyme	0	0
MRPL3	P09001		KW-0002;KW-0225;KW-0496;KW-1274;KW-1267;KW-1185;KW-0687;KW-0689;KW-0809	non-enzyme	0	0
MRPL44	Q9H9J2		KW-0002;KW-0225;KW-0496;KW-1274;KW-1267;KW-1185;KW-0687;KW-0689;KW-0694;KW-0809	non-enzyme	0	0
MRPS14	O60783		KW-0002;KW-0225;KW-0496;KW-1274;KW-1267;KW-1185;KW-0687;KW-0689	non-enzyme	0	0
MRPS2	Q9Y399		KW-0002;KW-0225;KW-0496;KW-1274;KW-1267;KW-1185;KW-0687;KW-0689	non-enzyme	0	0
MRPS22	P82650		KW-0002;KW-0007;KW-0025;KW-0225;KW-0496;KW-0597;KW-1274;KW-1267;KW-1185;KW-0687	non-enzyme	0	0
MRPS23	Q9Y3D9		KW-0002;KW-0007;KW-0225;KW-0496;KW-1274;KW-1267;KW-1185;KW-0687;KW-0689	non-enzyme	0	0
MRPS28	Q9Y2Q9		KW-0002;KW-0007;KW-0225;KW-0496;KW-0597;KW-1274;KW-1267;KW-1185;KW-0687;KW-0689	non-enzyme	0	0
MRPS34				non-enzyme	0	1
MRPS7	Q9Y2R9		KW-0002;KW-0007;KW-0225;KW-0496;KW-1274;KW-1267;KW-1185;KW-0687;KW-0689;KW-0809	non-enzyme	0	0
MSH2	P43246		KW-0002;KW-0007;KW-0025;KW-0067;KW-0158;KW-0225;KW-0227;KW-0234;KW-0238;KW-0362	non-enzyme	0	0
MSH6	P52701		KW-0002;KW-0007;KW-0025;KW-0067;KW-0158;KW-0903;KW-0225;KW-0227;KW-0234;KW-0238	non-enzyme	0	0
MSL2	Q9HCI7	2.3.2.27;2;.;3;7	KW-0002;KW-0025;KW-1268;KW-0156;KW-0158;KW-0225;KW-0227;KW-0991;KW-1017;KW-0479	non-enzyme	0	0
MSL3	Q8N5Y2		KW-0002;KW-0025;KW-0156;KW-0238;KW-0991;KW-0539;KW-0597;KW-1267;KW-1185;KW-0804	non-enzyme	0	0
MSRB3	Q8IXL7	1.8.4.12;1.8.4.14;1;.;8;4;2	KW-0002;KW-0007;KW-0025;KW-0209;KW-0225;KW-0256;KW-0479;KW-0496;KW-1010;KW-0560	oxidoreductase	0	0
MSX1	P28360		KW-0217;KW-0225;KW-0238;KW-0038;KW-0371;KW-1017;KW-0539;KW-1267;KW-1185;KW-0678	non-enzyme	0	0
MSX2	P35548		KW-0989;KW-0217;KW-0225;KW-0238;KW-0371;KW-0539;KW-0892;KW-1267;KW-1185;KW-0678	non-enzyme	0	0
MT-TP				non-enzyme	0	1
MTAP				non-enzyme	0	1
MTFMT	Q96DP5	2.1.2.9;2;.;1;9	KW-0025;KW-0225;KW-0496;KW-1274;KW-0648;KW-1267;KW-1185;KW-0808;KW-0809	non-enzyme	0	0
MTHFD1	P11586	1;.;5;3;4;9;6	KW-0002;KW-0007;KW-0067;KW-0963;KW-0903;KW-0225;KW-0378;KW-0436;KW-0511;KW-0521	non-enzyme	0	0
MTHFR	P42898	1.5.1.53;1;.;5;3	KW-0002;KW-0021;KW-0025;KW-0225;KW-0274;KW-0285;KW-0521;KW-0560;KW-0597;KW-1267	oxidoreductase	0	0
MTHFS	P49914	6.3.3.2;6;.;3;2	KW-0002;KW-0007;KW-0025;KW-0067;KW-0963;KW-0225;KW-0887;KW-0290;KW-0436;KW-0460	non-enzyme	0	0
MTM1	Q13496	3.1.3.95;3;.;1;9;5	KW-0025;KW-1003;KW-0966;KW-0963;KW-0225;KW-0967;KW-0378;KW-0443;KW-0472;KW-0597	non-enzyme	0	0
MTMR2	Q13614	3.1.3.95;3;.;1;9;5	KW-0002;KW-0025;KW-0966;KW-0144;KW-0175;KW-0963;KW-0225;KW-0967;KW-0378;KW-0443	non-enzyme	0	0
MTO1				non-enzyme	0	1
MTOR	P42345	2.7.11.1;2.7.10.2;2;.;7;1;0	KW-0002;KW-0007;KW-0067;KW-1003;KW-0963;KW-0968;KW-0225;KW-0256;KW-0887;KW-0333	kinase	0	0
MTR	Q99707	2.1.1.13;2;.;1;3	KW-0002;KW-0025;KW-0028;KW-0846;KW-0170;KW-0963;KW-0225;KW-0479;KW-0486;KW-0489	non-enzyme	0	0
MTRFR				non-enzyme	0	1
MTRR	Q9UBK8	1.16.1.8;1;.;6;8	KW-0002;KW-0025;KW-0028;KW-0963;KW-0225;KW-0274;KW-0285;KW-0288;KW-0486;KW-0521	oxidoreductase	0	0
MTTP	P55157		KW-0002;KW-0025;KW-0225;KW-1015;KW-0256;KW-0333;KW-0445;KW-0446;KW-1267;KW-1185	non-enzyme	0	0
MUSK	O15146	2.7.10.1;2;.;7;1;0	KW-0002;KW-0025;KW-0067;KW-1003;KW-1004;KW-0217;KW-0221;KW-0225;KW-1015;KW-0325	kinase	0	0
MUTYH	Q9UIF7	3.2.2.31;3;.;2;1	KW-0002;KW-0004;KW-0025;KW-0225;KW-0227;KW-0234;KW-0326;KW-0378;KW-0408;KW-0411	non-enzyme	0	0
MVK	Q03426	2.7.1.36;2;.;7;1;3;6	KW-0002;KW-0067;KW-0898;KW-0152;KW-0153;KW-0963;KW-0225;KW-0418;KW-0444;KW-0443	kinase	0	0
MYBPC1				non-enzyme	0	1
MYBPC3	Q14896		KW-0002;KW-0007;KW-0009;KW-0025;KW-0122;KW-0130;KW-0225;KW-1015;KW-0393;KW-0479	non-enzyme	0	0
MYCN	P04198		KW-0002;KW-0010;KW-0225;KW-0238;KW-0539;KW-0597;KW-1267;KW-0656;KW-1185;KW-0804	non-enzyme	0	0
MYF5	P13349		KW-0002;KW-0010;KW-0217;KW-0221;KW-0225;KW-0238;KW-0517;KW-0539;KW-1185;KW-0804	non-enzyme	0	0
MYH3	P11055		KW-0009;KW-0067;KW-0112;KW-0175;KW-0963;KW-0225;KW-0488;KW-0505;KW-0514;KW-0518	non-enzyme	0	0
MYH8	P13535		KW-0009;KW-0067;KW-0112;KW-0175;KW-0963;KW-0225;KW-0488;KW-0505;KW-0514;KW-0518	non-enzyme	0	0
MYH9	P35579		KW-0002;KW-0007;KW-0009;KW-0023;KW-0025;KW-0067;KW-0112;KW-0898;KW-0130;KW-1003	non-enzyme	0	0
