gene	mechanism	mechanism_3class	P_GOF_lr_full	P_DN_lr_full	P_LOF_lr_full	pred_class_lr_full
FZD5	DN	DN	0.5158022407448648	0.30070895181672924	0.18348880743840595	GOF
FZD6	LOF	LOF	0.5032104539755881	0.10184713996027799	0.3949424060641339	GOF
G6PC1	LOF	LOF	0.013584899479436828	0.014761562323246248	0.9716535381973168	LOF
GAA	AR					
GABBR2	DN	DN	0.4882401708522456	0.41739240131439503	0.0943674278333594	GOF
GABRA1	DN	DN	0.4460699530305556	0.46236367882777524	0.09156636814166927	DN
GABRA5	DN	DN	0.48193428256744303	0.4624893786580885	0.05557633877446848	GOF
GABRG2	LOF	LOF	0.4581374307107353	0.4476149813519104	0.0942475879373542	GOF
GAD1	AR					
GALC	AR					
GALE	AR					
GALK1	AR					
GALM	AR					
GALNS	AR					
GALNT2	AR					
GALNT3	AR					
GALT	AR					
GAMT	AR					
GAN	AR					
GAS2L2	LOF	LOF	0.40128288498473175	0.37070045730872336	0.2280166577065448	GOF
GATA2	LOF	LOF	0.1431967274004934	0.29867838585259193	0.5581248867469147	LOF
GATA3	HI	LOF	0.05796451632668994	0.42698920373449784	0.5150462799388121	LOF
GATA4	HI	LOF	0.04992611315574069	0.3957108122175635	0.5543630746266958	LOF
GATA6	GOF	GOF	0.1050791070706226	0.31386220902337625	0.5810586839060011	LOF
GATAD2B	LOF	LOF	0.19232163948314565	0.30692229990187236	0.500756060614982	LOF
GATM	LOF	LOF	0.2678173134770599	0.37907101036957774	0.3531116761533624	DN
GBA	AR					
GBA1	LOF	LOF	0.003710477562610478	0.0012078580864912038	0.9950816643508984	LOF
GBA2	LOF	LOF	0.17730726280352524	0.1081806542469887	0.714512082949486	LOF
GBE1	AR					
GCDH	AR					
GCNT2	LOF	LOF	0.30669098285912866	0.1939199201522344	0.49938909698863704	LOF
GCSH	LOF	LOF	0.28548633276811997	0.5131558073341456	0.20135785989773441	DN
GDF1	LOF	LOF	0.02953913722178404	0.08135950553280666	0.8891013572454093	LOF
GDF5	LOF	LOF	0.15889337473296983	0.18547974090566133	0.6556268843613688	LOF
GEMIN5	LOF	LOF	0.10959163603147	0.27182880314142455	0.6185795608271055	LOF
GFAP	GOF	GOF	0.41084131707748556	0.47910695940698067	0.11005172351553379	DN
GFER	AR					
GFI1	DN	DN	0.5731415482547357	0.08125456686507561	0.34560388488018867	GOF
GFM1	LOF	LOF	0.17657214761727008	0.16719329932539068	0.6562345530573392	LOF
GFPT1	AR					
GGCX	LOF	LOF	0.3286267856216671	0.4103800711283077	0.2609931432500252	DN
GHR	LOF	LOF	0.24510250386289062	0.5076710037351044	0.2472264924020049	DN
GHRHR	AR					
GINS1	AR					
GJA1	LOF	LOF	0.5606783595230482	0.4201571412430647	0.019164499233887175	GOF
GJB2	LOF	LOF	0.4572179686430985	0.15649455227313883	0.3862874790837627	GOF
GK	LOF	LOF	0.15305498743939264	0.09716989665407269	0.7497751159065347	LOF
GLA	LOF	LOF	0.1168650118140433	0.03582420986604692	0.8473107783199098	LOF
GLB1	AR					
GLDC	AR					
GLDN	AR					
GLE1	AR					
GLI2	LOF	LOF	0.10307241269708778	0.05376657685396498	0.8431610104489473	LOF
GLI3	HI	LOF	0.2815695878285589	0.43512059176215234	0.28330982040928887	DN
GLIS2	LOF	LOF	0.05384975097373262	0.03595720066883696	0.9101930483574304	LOF
GLIS3	LOF	LOF	0.0003238606044995971	0.001715098173171679	0.9979610412223288	LOF
GLMN	LOF	LOF	0.12299142147241923	0.13513347703204898	0.7418751014955317	LOF
GLRA1	LOF	LOF	0.42029750175256886	0.4083692772552086	0.17133322099222262	GOF
GLRB	LOF	LOF	0.45515531954265587	0.3512930537357087	0.1935516267216355	GOF
GLRX5	AR					
GLUD1	GOF	GOF	0.34030463338477746	0.5014112775939432	0.15828408902127938	DN
GLUL	AR					
GM2A	AR					
GMNN	GOF	GOF	0.15179687252306498	0.01259156962144333	0.8356115578554917	LOF
GMPPA	LOF	LOF	0.09752166393507614	0.1405736202620417	0.7619047158028821	LOF
GNA11	GOF	GOF	0.45534482739392124	0.4881334103891284	0.05652176221695047	DN
GNA14	GOF	GOF	0.4925192299263567	0.2694084958109098	0.23807227426273356	GOF
GNAO1	GOF	GOF	0.29910454839686196	0.5313958045200976	0.16949964708304052	DN
GNAQ	GOF	GOF	0.4733678211029891	0.4505280182719847	0.07610416062502617	GOF
GNAS	LOF	LOF	0.2790131503001919	0.07474111846708188	0.6462457312327261	LOF
GNAT1	LOF	LOF	0.33774146200705446	0.36649977776970777	0.29575876022323777	DN
GNAT2	LOF	LOF	0.3400442926784899	0.34851823820911026	0.3114374691123999	DN
GNB1	GOF	GOF	0.33975814501669427	0.5129038768311265	0.14733797815217922	DN
GNB3	AR					
GNB5	AR					
GNMT	AR					
GNPAT	LOF	LOF	0.2971673794864377	0.4099445289155191	0.2928880915980433	DN
GNPTAB	AR					
GNPTG	LOF	LOF	0.021340394704278485	0.11720201822324058	0.861457587072481	LOF
GNRHR	AR					
GNS	LOF	LOF	0.20789688396121045	0.11076528456992396	0.6813378314688656	LOF
GORAB	LOF	LOF	0.05516939546038226	0.07201022015306788	0.8728203843865499	LOF
GOT2	AR					
GP1BB	AR					
GPAA1	LOF	LOF	0.21120440621539027	0.19039395993484787	0.5984016338497619	LOF
GPC3	LOF	LOF	0.2288016560081107	0.030968392566964407	0.740229951424925	LOF
GPC4	LOF	LOF	0.06803824831570714	0.0018934478725880339	0.9300683038117048	LOF
GPC6	LOF	LOF	0.2018344665897452	0.4257938349331121	0.3723716984771427	DN
GPD1	AR					
GPHN	AR					
GPI	AR					
GPIHBP1	AR					
GPR143	LOF	LOF	0.2855827075116025	0.0014480719207774736	0.7129692205676201	LOF
GPR179	LOF	LOF	0.28380093977254756	0.252813971387052	0.4633850888404006	LOF
GPSM2	AR					
GPT2	AR					
GPX4	LOF	LOF	0.0030993003244991876	0.02903806588129891	0.967862633794202	LOF
GREB1L	LOF	LOF	0.523635253732133	0.35659447184108717	0.1197702744267798	GOF
GRHL3	LOF	LOF	0.4067362500995196	0.3324452117156976	0.2608185381847828	GOF
GRHPR	AR					
GRIA2	LOF	LOF	0.49619920841374615	0.45584078572882863	0.0479600058574253	GOF
GRIA3	LOF	LOF	0.2936772514639797	0.11495068661402993	0.5913720619219904	LOF
GRID2	AR					
GRIK2	AR					
GRIN1	LOF	LOF	0.5248835319911188	0.3341115954718555	0.1410048725370257	GOF
GRIN2A	DN	DN	0.42111526397661936	0.31819748575000634	0.2606872502733744	GOF
GRIN2B	GOF	GOF	0.4324419084075143	0.3743156729489266	0.1932424186435593	GOF
GRIN2D	GOF	GOF	0.3495361972904596	0.4355709645477582	0.21489283816178223	DN
GRIP1	LOF	LOF	0.10523916014930576	0.15023831329639778	0.7445225265542964	LOF
GRK1	LOF	LOF	0.16988264537098	0.27254805992807285	0.5575692947009471	LOF
GRM1	LOF	LOF	0.4464200613307047	0.45926626499747536	0.09431367367181989	DN
GRM6	LOF	LOF	0.29497769040325555	0.24480966374975857	0.4602126458469858	LOF
GRM7	AR					
GRN	LOF	LOF	0.17479960744419576	0.31627085875193545	0.5089295338038687	LOF
GRXCR1	LOF	LOF	0.12019143952838551	0.14309123305420407	0.7367173274174104	LOF
GSDME	LOF	LOF	0.006015617861545075	0.016492345930355846	0.9774920362080991	LOF
GSR	AR					
GSS	AR					
GTF2E2	AR					
GTF2H5	LOF	LOF	0.14795213834364634	0.08577311839095056	0.7662747432654032	LOF
GTPBP2	LOF	LOF	0.19838458930406747	0.18238197109705992	0.6192334395988726	LOF
GTPBP3	LOF	LOF	0.13516308769948673	0.21607601286748757	0.6487608994330257	LOF
GUCA1A	GOF	GOF	0.2925555518431248	0.368129647779654	0.3393148003772212	DN
GUCY1A1	AR					
GUCY2C	LOF	LOF	0.6707902304447765	0.24402513137615	0.08518463817907346	GOF
GUCY2D	LOF	LOF	0.5358147167045019	0.2378025295216307	0.22638275377386755	GOF
GUSB	AR					
GYG1	AR					
GYS2	AR					
GZF1	LOF	LOF	0.20971374744082874	0.13304971587531195	0.6572365366838593	LOF
H1-4	LOF	LOF	0.0437265027748702	0.09258534617223114	0.8636881510528986	LOF
HACD1	LOF	LOF	0.14733464216323358	0.20301784984532242	0.649647507991444	LOF
HACE1	LOF	LOF	0.2580418645226607	0.3083877338393306	0.43357040163800875	LOF
HADH	AR					
HADHA	AR					
HADHB	AR					
HAMP	LOF	LOF	0.27880417670670826	0.5294113737254842	0.19178444956780746	DN
HARS2	AR					
HAX1	LOF	LOF	0.07534139892729086	0.11530039075371858	0.8093582103189906	LOF
HCFC1	LOF	LOF	0.2579116089994377	0.0010317293510747189	0.7410566616494875	LOF
HCN4	DN	DN	0.37483066591666236	0.29657685067892864	0.32859248340440894	GOF
HDAC4	LOF	LOF	0.3259534173096136	0.37733784011140925	0.29670874257897706	DN
HDAC8	LOF	LOF	0.06588455962058226	0.035700820854053975	0.8984146195253637	LOF
HERC1	LOF	LOF	0.5571816013226012	0.284653020145569	0.1581653785318297	GOF
HERC2	AR					
HESX1	LOF	LOF	0.28099931503054404	0.40499587788041524	0.3140048070890407	DN
HEXA	AR					
HEXB	AR					
HFE	AR					
HGD	AR					
HGSNAT	LOF	LOF	0.16443750310227373	0.03530438847417987	0.8002581084235464	LOF
HIBCH	AR					
HIKESHI	AR					
HINT1	AR					
HIVEP2	LOF	LOF	0.2969245579831648	0.4114643862870015	0.29161105572983376	DN
HJV	AR					
HLCS	LOF	LOF	0.024281849823661897	0.011143304987724966	0.9645748451886131	LOF
HMBS	HI	LOF	0.14626104863721073	0.47494847065777174	0.37879048070501753	DN
HMGA2	LOF	LOF	0.21811797404164157	0.37852998366021134	0.40335204229814703	LOF
HMGCL	AR					
HMGCS2	AR					
HMX1	LOF	LOF	0.3653934525563407	0.08598573612958452	0.5486208113140748	LOF
HNF1B	HI	LOF	0.1718551194101114	0.2991848972287063	0.5289599833611823	LOF
HNF4A	LOF	LOF	0.3211306304774475	0.28821305737578873	0.39065631214676366	LOF
HNMT	AR					
HNRNPH1	LOF	LOF	0.37719903362086676	0.5116331812756056	0.11116778510352769	DN
HNRNPK	LOF	LOF	0.16387838073210298	0.39711484321038115	0.43900677605751587	LOF
HNRNPR	LOF	LOF	0.4048601215253647	0.48028732066808716	0.11485255780654807	DN
HNRNPU	LOF	LOF	0.08120148912717963	0.4882878866356129	0.4305106242372075	DN
HOGA1	AR					
HOXA1	LOF	LOF	0.1600671186453955	0.1999725956811889	0.6399602856734156	LOF
HOXA13	GOF	GOF	0.30132737525185727	0.5276320151931543	0.1710406095549885	DN
HOXB1	AR					
HOXC13	LOF	LOF	0.01705041662848311	0.05266565173357756	0.9302839316379393	LOF
HPCA	AR					
HPD	DN	DN	0.3182485423815422	0.39347787735727924	0.2882735802611785	DN
HPDL	LOF	LOF	0.009869516250685198	0.045026300351887656	0.9451041833974271	LOF
HPGD	AR					
HPRT1	LOF	LOF	0.12196450833897632	0.061492375734542255	0.8165431159264814	LOF
HPS1	LOF	LOF	0.16339620128356255	0.1041910763398188	0.7324127223766185	LOF
HPS3	LOF	LOF	0.0375960625317566	0.03634782922012535	0.9260561082481181	LOF
HPS4	LOF	LOF	0.03428696269698724	0.059805255831479845	0.905907781471533	LOF
HPS5	LOF	LOF	0.30059837487437746	0.1613675471330269	0.5380340779925956	LOF
HPS6	LOF	LOF	0.09165915900068593	0.14834719746130884	0.7599936435380052	LOF
HPSE2	LOF	LOF	0.08554791197680264	0.1754053066486979	0.7390467813744994	LOF
HR	LOF	LOF	0.10768368706283535	0.21767395729121533	0.6746423556459493	LOF
HRAS	GOF	GOF	0.5879765017733072	0.20228608547020496	0.20973741275648786	GOF
HS2ST1	LOF	LOF	0.26500103508327155	0.24270960648725426	0.4922893584294741	LOF
HSD11B1	DN	DN	0.3576321205652353	0.3392877654793021	0.30308011395546247	GOF
HSD17B4	AR					
HSD3B7	LOF	LOF	0.20118771088488063	0.26460249413771514	0.5342097949774043	LOF
HSPD1	LOF	LOF	0.4580072963219334	0.5133752432973249	0.02861746038074172	DN
HSPG2	LOF	LOF	0.0742332613294042	0.5107767482507198	0.41498999041987594	DN
HYAL1	LOF	LOF	0.2474789782331466	0.18994626256764818	0.5625747591992053	LOF
HYCC1	LOF	LOF	0.006137462878741653	0.0013586821550576422	0.9925038549662006	LOF
HYDIN	LOF	LOF	0.34889868605367086	0.25602905771061907	0.39507225623571013	LOF
IARS1	LOF	LOF	0.0998369866780883	0.40862387464400685	0.49153913867790483	LOF
IBA57	AR					
ICOS	AR					
IDH3A	AR					
IDH3B	AR					
IDS	LOF	LOF	0.0932111949351195	0.12318018761041323	0.7836086174544673	LOF
IDUA	AR					
IFIH1	GOF	GOF	0.1477875041568383	0.4668563506778759	0.3853561451652859	DN
IFNGR2	AR					
IFT122	LOF	LOF	0.3317764404346293	0.29444758507955426	0.3737759744858164	LOF
IFT140	LOF	LOF	0.08812910735595908	0.10095433695155086	0.8109165556924901	LOF
IFT172	LOF	LOF	0.23055405109084023	0.11155592900642179	0.657890019902738	LOF
IFT38	LOF	LOF	0.0005927161415319494	2.8972742995614906e-05	0.9993783111154725	LOF
IFT52	AR					
IFT74	LOF	LOF	0.10486852903325594	0.08785719097535716	0.8072742799913869	LOF
IGF1	AR					
IGF1R	LOF	LOF	0.5567964520839299	0.33576565128698116	0.10743789662908883	GOF
IGF2	LOF	LOF	0.48677820613840644	0.4968926452692708	0.016329148592322755	DN
IGFBP7	LOF	LOF	0.5914809635022741	0.17631389686814333	0.23220513962958256	GOF
IGHMBP2	AR					
IGSF1	LOF	LOF	0.45457082575219404	0.007867608318003153	0.5375615659298029	LOF
IKBKG	LOF	LOF	0.09016282779425475	0.04891323673790538	0.86092393546784	LOF
IL10RA	AR					
IL11RA	AR					
IL17RA	AR					
IL1RAPL1	LOF	LOF	0.13217838848948033	0.021112129411245968	0.8467094820992737	LOF
IL21	AR					
IL2RA	AR					
IL36RN	AR					
IL6R	AR					
IL6ST	AR					
IL7R	AR					
ILDR1	LOF	LOF	0.28496129684816107	0.24430755582356747	0.4707311473282714	LOF
IMPDH1	DN	DN	0.26982582957133455	0.21727884547171059	0.512895324956955	LOF
IMPG1	LOF	LOF	0.47261599094371437	0.21382364991396083	0.3135603591423249	GOF
IMPG2	LOF	LOF	0.2540669248747356	0.4865078423584151	0.25942523276684926	DN
INPP5E	AR					
INPPL1	AR					
INSR	DN	DN	0.5359160644809371	0.29413919231319974	0.16994474320586314	GOF
INTS1	AR					
IPO13	LOF	LOF	0.4961347574683863	0.34569994619920597	0.15816529633240758	GOF
IPO8	LOF	LOF	0.1794592049514204	0.1086034504783009	0.7119373445702786	LOF
IQCB1	LOF	LOF	0.0802585685431966	0.07248399738617502	0.8472574340706284	LOF
IQSEC2	LOF	LOF	0.18273774513335062	0.08472277945046487	0.7325394754161845	LOF
IRF2BPL	LOF	LOF	0.02142315549163264	0.3732152032753867	0.6053616412329808	LOF
IRF6	LOF	LOF	0.2762700495178302	0.48454992486999515	0.23918002561217458	DN
ITCH	LOF	LOF	0.3606571795163942	0.2268654501419358	0.41247737034167004	LOF
ITGA3	LOF	LOF	0.03705495128308356	0.02341873478709583	0.9395263139298207	LOF
ITGA8	LOF	LOF	0.24549598834826866	0.4059372939157948	0.34856671773593645	DN
ITGB2	AR					
ITGB4	DN	DN	0.35605418057813865	0.3199726717795171	0.3239731476423442	GOF
ITGB6	AR					
ITK	AR					
ITPA	AR					
ITPR1	DN	DN	0.5316621786141085	0.3403455572778476	0.12799226410804387	GOF
IVD	AR					
IYD	AR					
JAG1	HI	LOF	0.40420973565090884	0.19195655515295285	0.40383370919613837	GOF
JAG2	LOF	LOF	0.2491254640146915	0.18494765905601085	0.5659268769292978	LOF
JAGN1	AR					
JAK1	GOF	GOF	0.48971620326645876	0.4440336988312374	0.06625009790230382	GOF
JAK3	LOF	LOF	0.3745980014672638	0.3912534198627442	0.23414857866999195	DN
JAM3	LOF	LOF	0.029407854258706487	0.1845291665200541	0.7860629792212395	LOF
JARID2	LOF	LOF	0.10526426348291498	0.1158066249461811	0.7789291115709039	LOF
KANK2	AR					
KANSL1	HI	LOF	0.03371651416106174	0.30900321380529155	0.6572802720336467	LOF
KARS1	LOF	LOF	0.02713384470725683	0.3401455312588677	0.6327206240338753	LOF
KAT6A	LOF	LOF	0.0513472359188477	0.20922868737474834	0.739424076706404	LOF
KAT6B	LOF	LOF	0.028896512653675564	0.003168831862337056	0.9679346554839874	LOF
KATNB1	AR					
KCNA1	DN	DN	0.395467379118113	0.42569067265679894	0.178841948225088	DN
KCNA2	LOF	LOF	0.4882686699566	0.40590055647919937	0.10583077356420063	GOF
KCNB1	DN	DN	0.5094937315662983	0.47489865971202627	0.015607608721675305	GOF
KCNC1	GOF	GOF	0.4273166201918406	0.4504909435148904	0.12219243629326913	DN
KCNE2	GOF	GOF	0.3805640590181911	0.3605058907610854	0.2589300502207235	GOF
KCNH1	GOF	GOF	0.5295385840778902	0.36351131547400317	0.10695010044810653	GOF
KCNH2	DN	DN	0.21020666148628048	0.16297383893996073	0.6268194995737589	LOF
KCNJ10	LOF	LOF	0.4835573472921476	0.36823031215703944	0.14821234055081287	GOF
KCNJ11	LOF	LOF	0.47775065171835673	0.2849695669926063	0.23727978128903704	GOF
KCNJ13	LOF	LOF	0.4146274118493257	0.41975257878757577	0.16562000936309845	DN
KCNJ5	DN	DN	0.4693935692578889	0.2876869876895282	0.2429194430525829	GOF
KCNJ8	GOF	GOF	0.38860962991450254	0.1360104993712366	0.47537987071426097	LOF
KCNK4	GOF	GOF	0.248010863873452	0.4455460059793863	0.3064431301471617	DN
KCNMA1	GOF	GOF	0.4729018945370591	0.38627633499646813	0.14082177046647285	GOF
KCNN3	GOF	GOF	0.4349548999417616	0.47950222866489467	0.0855428713933436	DN
KCNQ1	LOF	LOF	0.3734589862823186	0.15486099238479104	0.4716800213328903	LOF
KCNQ2	DN	DN	0.4457705865246336	0.36573811983149024	0.18849129364387623	GOF
KCNQ4	DN	DN	0.37800931707974533	0.4683409851091322	0.15364969781112253	DN
KCNQ5	GOF	GOF	0.5161467220082705	0.4316110479054135	0.05224223008631607	GOF
KCNT1	GOF	GOF	0.022968912459373617	0.01869043067981576	0.9583406568608106	LOF
KCNV2	LOF	LOF	0.5688538013980168	0.29131771223881087	0.13982848636317233	GOF
KCTD7	LOF	LOF	0.5448514885968295	0.3082975432473315	0.1468509681558389	GOF
KDELR2	LOF	LOF	0.10400782285862353	0.25235481285728145	0.6436373642840951	LOF
KDM3B	LOF	LOF	0.47420197253587526	0.39500484726730767	0.13079318019681713	GOF
KDM4B	LOF	LOF	0.3736616835748456	0.37465965737315343	0.2516786590520009	DN
KDM5B	LOF	LOF	0.1891492025897764	0.27588290609947763	0.5349678913107461	LOF
KDM5C	LOF	LOF	0.07451501679616496	0.03564341380251831	0.8898415694013168	LOF
KDM6A	LOF	LOF	0.18840219464801436	0.01843486892343108	0.7931629364285546	LOF
KDM6B	LOF	LOF	0.09629903443211404	0.3315324903510111	0.572168475216875	LOF
KERA	LOF	LOF	0.1687903109962021	0.08823263842688675	0.7429770505769111	LOF
KIAA0586	LOF	LOF	0.057805639922735255	0.02685079244506909	0.9153435676321956	LOF
KIDINS220	LOF	LOF	0.35113544826355264	0.24309811285449676	0.4057664388819506	LOF
KIF11	LOF	LOF	0.3780238093504312	0.5012086791342301	0.12076751151533877	DN
KIF14	LOF	LOF	0.29697155669802366	0.47693165782889374	0.22609678547308268	DN
KIF1A	LOF	LOF	0.5562394186516058	0.4296415723807575	0.01411900896763675	GOF
KIF22	GOF	GOF	0.27343232543188606	0.49439165423886927	0.23217602032924461	DN
KIF2A	DN	DN	0.36914088614826324	0.44088605760250893	0.1899730562492278	DN
KIF5A	DN	DN	0.48654233431822136	0.4904015415353244	0.023056124146454273	DN
KIF7	AR					
KIFBP	LOF	LOF	0.013893218737407467	0.02647316624847387	0.9596336150141187	LOF
KIT	LOF	LOF	0.3266933145783448	0.4952629510502285	0.17804373437142662	DN
KITLG	GOF	GOF	0.32760536474138147	0.2735794104630166	0.39881522479560194	LOF
KIZ	LOF	LOF	0.008040020814486064	0.007836999656608203	0.9841229795289056	LOF
KL	AR					
KLF1	DN	DN	0.3556719584063585	0.4285669956549653	0.21576104593867634	DN
KLHL40	AR					
KLHL41	AR					
KLHL7	LOF	LOF	0.4230026538802026	0.44350467818006784	0.13349266793972947	DN
KLKB1	AR					
KMT2A	HI	LOF	0.31181045108947625	0.3529276433757947	0.33526190553472907	DN
KMT2B	LOF	LOF	0.24585492851367985	0.3869505185714285	0.36719455291489167	DN
KMT2C	LOF	LOF	0.028458773318516515	0.004194923064201452	0.9673463036172821	LOF
KMT2D	HI	LOF	0.2710328792615236	0.34909914876602155	0.37986797197245487	LOF
KMT2E	LOF	LOF	0.03637858257649666	0.07933263888316319	0.8842887785403403	LOF
KMT5B	LOF	LOF	0.1559521420532259	0.24108374150930525	0.6029641164374688	LOF
KNL1	AR					
KPTN	LOF	LOF	0.11660007380212628	0.06924242088853207	0.8141575053093416	LOF
KRAS	GOF	GOF	0.3693232402734794	0.5599322994611652	0.07074446026535529	DN
KREMEN1	AR					
KRIT1	LOF	LOF	0.184931511873979	0.1585404687209271	0.6565280194050939	LOF
KRT1	DN	DN	0.39375150956028915	0.5449063728576438	0.061342117582067035	DN
KRT10	DN	DN	0.31826565244055993	0.5910500957913231	0.090684251768117	DN
KRT12	DN	DN	0.26855237548081107	0.6206884617368602	0.11075916278232875	DN
KRT13	DN	DN	0.2935303076310602	0.5984170075985495	0.10805268477039032	DN
KRT14	DN	DN	0.40578390659080754	0.5082593539680124	0.0859567394411802	DN
KRT16	DN	DN	0.43173262627836145	0.47413608549767916	0.09413128822395934	DN
KRT17	LOF	LOF	0.2957611472489257	0.6015479949926484	0.10269085775842583	DN
KRT2	LOF	LOF	0.3960056188905923	0.5023486060774991	0.10164577503190855	DN
KRT3	DN	DN	0.3934008221424212	0.49755432857804116	0.10904484927953763	DN
KRT4	DN	DN	0.42333151208164205	0.4740266627399687	0.10264182517838914	DN
KRT5	LOF	LOF	0.38986850277279134	0.5714276422358837	0.038703854991324824	DN
KRT6A	DN	DN	0.2866700810963193	0.612604714348116	0.10072520455556465	DN
KRT6B	DN	DN	0.3036474578042877	0.5959835946065662	0.10036894758914605	DN
KRT85	LOF	LOF	0.03388663217524563	0.33684747118559266	0.6292658966391617	LOF
KRT9	DN	DN	0.32370215484590975	0.5903116303315016	0.08598621482258868	DN
KYNU	AR					
L1CAM	LOF	LOF	0.29452829698931193	0.0016497810906150067	0.7038219219200731	LOF
L2HGDH	LOF	LOF	0.2597322000048771	0.35984606597168056	0.38042173402344226	LOF
LAMA1	LOF	LOF	0.05752795582498862	0.040637809484042095	0.9018342346909693	LOF
LAMA2	AR					
LAMA3	LOF	LOF	0.4149289512383708	0.37927311938880137	0.20579792937282787	GOF
LAMB1	AR					
LAMB2	LOF	LOF	0.42069014020841305	0.4274435653329508	0.15186629445863614	DN
LAMB3	LOF	LOF	0.28080484852809495	0.4294122960731207	0.2897828553987844	DN
LAMC2	LOF	LOF	0.31539082736932256	0.4179303701105973	0.2666788025200801	DN
LAMC3	LOF	LOF	0.15090368570712365	0.18151286165396158	0.6675834526389148	LOF
LAMP2	LOF	LOF	0.09299302325090633	0.060148920183433076	0.8468580565656607	LOF
LARGE1	LOF	LOF	0.1124305882240646	0.06178262866855199	0.8257867831073833	LOF
LARP7	AR					
LBR	LOF	LOF	0.22590950779579352	0.44790802478000136	0.3261824674242051	DN
LCA5	LOF	LOF	0.05237173130699343	0.032155414288088977	0.9154728544049177	LOF
LCAT	AR					
LCK	AR					
LDLR	LOF	LOF	0.11811972042160203	0.20536723814813296	0.6765130414302649	LOF
LDLRAP1	LOF	LOF	0.13544535787111714	0.3011196748106397	0.563434967318243	LOF
LEMD3	HI	LOF	0.025900180581517357	0.15223648186328806	0.8218633375551946	LOF
LEP	AR					
LEPR	AR					
LGI4	LOF	LOF	0.09686127924135858	0.1855642733934157	0.7175744473652258	LOF
LHB	AR					
LHFPL5	AR					
LHX3	AR					
LHX4	HI	LOF	0.32473365608379073	0.13208932144200233	0.5431770224742068	LOF
LIFR	LOF	LOF	0.15917741788186393	0.06108401572195666	0.7797385663961793	LOF
LIG4	AR					
LIMS2	AR					
LINGO1	AR					
LINS1	LOF	LOF	0.0009746068170644645	0.0009993466047998405	0.9980260465781357	LOF
LIPA	AR					
LIPI	LOF	LOF	0.07941600509120733	0.06557694987335062	0.855007045035442	LOF
LIPN	LOF	LOF	0.024795963854881066	0.04000364578031678	0.9352003903648021	LOF
LIPT1	AR					
LMBRD1	LOF	LOF	0.008781374589801416	0.015452833940856552	0.9757657914693421	LOF
LMNA	GOF	GOF	0.29284812669923255	0.6105280957738309	0.09662377752693647	DN
LMOD3	LOF	LOF	0.17474592706732384	0.19068841030699277	0.6345656626256834	LOF
LMX1B	LOF	LOF	0.2990961946679418	0.22525930535542396	0.4756444999766343	LOF
LONP1	AR					
LOXHD1	LOF	LOF	0.005242835935720928	0.00288805399802799	0.9918691100662512	LOF
LPL	LOF	LOF	0.2561601870874508	0.4186163281505659	0.3252234847619834	DN
LRAT	LOF	LOF	0.37747542142603796	0.23266272234449617	0.3898618562294658	LOF
LRBA	LOF	LOF	0.3938760676879047	0.2574291912389433	0.34869474107315207	GOF
LRIG2	LOF	LOF	0.11302502314901677	0.05133274928739823	0.8356422275635849	LOF
LRIT3	LOF	LOF	0.3118627724884493	0.22484676936038933	0.4632904581511615	LOF
LRMDA	LOF	LOF	0.013152971607397	0.06330872882054389	0.923538299572059	LOF
LRP2	LOF	LOF	0.3103317496988223	0.15390104540504568	0.5357672048961318	LOF
LRP4	LOF	LOF	0.4279729466981227	0.39028377266896785	0.18174328063290937	GOF
LRP5	GOF	GOF	0.44647422558047867	0.28307096929829484	0.27045480512122644	GOF
LRPAP1	LOF	LOF	0.043299023773246674	0.1213267514404375	0.835374224786316	LOF
LRPPRC	LOF	LOF	0.011637862672378315	0.19544868513319882	0.7929134521944229	LOF
LRRC56	LOF	LOF	0.17415226177746382	0.12352389926827678	0.7023238389542593	LOF
LSS	AR					
LTBP1	LOF	LOF	0.04622280348661516	0.2620667734572213	0.6917104230561635	LOF
LTBP2	LOF	LOF	0.32234281383785657	0.4702653141009199	0.2073918720612236	DN
LTBP3	LOF	LOF	0.4019201347760178	0.34557876129180753	0.25250110393217456	GOF
LYRM4	AR					
LYSET	LOF	LOF	0.0013301675072134756	0.0009176415971506123	0.997752190895636	LOF
LYST	LOF	LOF	0.2280441589355373	0.3192096612580978	0.452746179806365	LOF
LZTFL1	LOF	LOF	0.16888793641020824	0.22342739272150383	0.6076846708682879	LOF
LZTR1	LOF	LOF	0.48989076015238503	0.07656446611864237	0.4335447737289726	GOF
MAB21L1	AR					
MAB21L2	LOF	LOF	0.46649061468197683	0.298989704014847	0.2345196813031762	GOF
MAD2L2	AR					
MADD	LOF	LOF	0.31647787757729	0.31953925305357456	0.3639828693691355	LOF
MAFB	GOF	GOF	0.5581209080233693	0.3997117669415667	0.042167325035063895	GOF
MAG	AR					
MAGEL2	LOF	LOF	0.034140144608565126	0.24180760643037955	0.7240522489610554	LOF
MAK	LOF	LOF	0.30651376224554633	0.39697587863838807	0.2965103591160656	DN
MALT1	AR					
MAMLD1	LOF	LOF	0.007148868216755104	0.00018866985406719574	0.9926624619291777	LOF
MAN1B1	AR					
MAN2B1	AR					
MANBA	LOF	LOF	0.11079799809078966	0.19588189852965143	0.693320103379559	LOF
MAOA	LOF	LOF	0.15696940337362597	0.001967407076276696	0.8410631895500974	LOF
MAP2K1	GOF	GOF	0.6127602254070494	0.1436530511057037	0.24358672348724691	GOF
